@relation '.\\uk-2007-05.content_based_features.csv'

@attribute HST_1 numeric
@attribute HST_2 numeric
@attribute HST_3 numeric
@attribute HST_4 numeric
@attribute HST_5 numeric
@attribute HST_6 numeric
@attribute HST_7 numeric
@attribute HST_8 numeric
@attribute HST_9 numeric
@attribute HST_10 numeric
@attribute HST_11 numeric
@attribute HST_12 numeric
@attribute HST_13 numeric
@attribute HST_14 numeric
@attribute HST_15 numeric
@attribute HST_16 numeric
@attribute HST_17 numeric
@attribute HST_18 numeric
@attribute HST_19 numeric
@attribute HST_20 numeric
@attribute HST_21 numeric
@attribute HST_22 numeric
@attribute HST_23 numeric
@attribute HST_24 numeric
@attribute HMG_25 numeric
@attribute HMG_26 numeric
@attribute HMG_27 numeric
@attribute HMG_28 numeric
@attribute HMG_29 numeric
@attribute HMG_30 numeric
@attribute HMG_31 numeric
@attribute HMG_32 numeric
@attribute HMG_33 numeric
@attribute HMG_34 numeric
@attribute HMG_35 numeric
@attribute HMG_36 numeric
@attribute HMG_37 numeric
@attribute HMG_38 numeric
@attribute HMG_39 numeric
@attribute HMG_40 numeric
@attribute HMG_41 numeric
@attribute HMG_42 numeric
@attribute HMG_43 numeric
@attribute HMG_44 numeric
@attribute HMG_45 numeric
@attribute HMG_46 numeric
@attribute HMG_47 numeric
@attribute HMG_48 numeric
@attribute AVG_49 numeric
@attribute AVG_50 numeric
@attribute AVG_51 numeric
@attribute AVG_52 numeric
@attribute AVG_53 numeric
@attribute AVG_54 numeric
@attribute AVG_55 numeric
@attribute AVG_56 numeric
@attribute AVG_57 numeric
@attribute AVG_58 numeric
@attribute AVG_59 numeric
@attribute AVG_60 numeric
@attribute AVG_61 numeric
@attribute AVG_62 numeric
@attribute AVG_63 numeric
@attribute AVG_64 numeric
@attribute AVG_65 numeric
@attribute AVG_66 numeric
@attribute AVG_67 numeric
@attribute AVG_68 numeric
@attribute AVG_69 numeric
@attribute AVG_70 numeric
@attribute AVG_71 numeric
@attribute AVG_72 numeric
@attribute STD_73 numeric
@attribute STD_74 numeric
@attribute STD_75 numeric
@attribute STD_76 numeric
@attribute STD_77 numeric
@attribute STD_78 numeric
@attribute STD_79 numeric
@attribute STD_80 numeric
@attribute STD_81 numeric
@attribute STD_82 numeric
@attribute STD_83 numeric
@attribute STD_84 numeric
@attribute STD_85 numeric
@attribute STD_86 numeric
@attribute STD_87 numeric
@attribute STD_88 numeric
@attribute STD_89 numeric
@attribute STD_90 numeric
@attribute STD_91 numeric
@attribute STD_92 numeric
@attribute STD_93 numeric
@attribute STD_94 numeric
@attribute STD_95 numeric
@attribute STD_96 numeric
@attribute class {spam,nonspam}

@data
367,7,5.070845,0.054496,0.023406,2.252781,0.084469,0.138965,0.209809,0.286104,0.31,0.255,0.154,0.105,0.027248,0.049046,0.092643,0.168937,0.1,0.09,0.068,0.062,5.840059,5.630527,367,7,5.070845,0.054496,0.023406,2.252781,0.084469,0.138965,0.209809,0.286104,0.31,0.255,0.154,0.105,0.027248,0.049046,0.092643,0.168937,0.1,0.09,0.068,0.062,5.840059,5.630527,366.5,4.5,4.658086,0.010314,0.058017,1.772202,0.132815,0.177841,0.280708,0.341953,0.408,0.265,0.1526,0.1,0.024961,0.049803,0.084526,0.178566,0.092,0.1145,0.0704,0.0583,4.260807,4.096998,439199.05,4.65,0.148274,0.000427,0.000853,0.371999,0.003403,0.007551,0.015682,0.014959,0.474616,0.18254,0.055212,0.025248,0.000439,0.001054,0.00219,0.005481,0.029796,0.054227,0.01521,0.009834,3.081834,2.532157,nonspam
567,8,6.15873,0.026455,0.076107,3,0.045855,0.089947,0.218695,0.310406,0.26,0.255,0.248,0.176,0.014109,0.042328,0.091711,0.181658,0.08,0.12,0.104,0.103,6.072306,5.330017,567,8,6.15873,0.026455,0.076107,3,0.045855,0.089947,0.218695,0.310406,0.26,0.255,0.248,0.176,0.014109,0.042328,0.091711,0.181658,0.08,0.12,0.104,0.103,6.072306,5.330017,346,7.833333,5.717946,0.109175,0.065533,2.474956,0.097298,0.141952,0.247492,0.339917,0.18,0.158333,0.147333,0.105333,0.018124,0.070534,0.111107,0.208304,0.051667,0.079167,0.061333,0.0605,5.18623,4.727329,54066.666667,23.138889,0.676768,0.013977,0.000721,0.399269,0.006527,0.010315,0.010683,0.008079,0.0055,0.007222,0.00894,0.00468,0.000306,0.002284,0.003984,0.009231,0.000981,0.001628,0.001401,0.001486,1.104392,0.593431,nonspam
2,2,8,0,0.003914,0.692308,0.5,0.5,0.5,0.5,0.01,0.005,0.002,0.001,0,0,0,0,0,0,0,0,1,1,239,3,4.841004,0.104603,0.013063,2.792,0.238494,0.309623,0.497908,0.606695,0.57,0.37,0.238,0.145,0.029289,0.075314,0.175732,0.284519,0.07,0.09,0.084,0.068,5.070266,4.075319,641.369048,3.575397,4.945775,0.021631,0.027498,2.447519,0.138177,0.180463,0.301226,0.381855,0.654127,0.442857,0.308032,0.199798,0.024625,0.052885,0.122284,0.190848,0.165357,0.164365,0.144056,0.112722,5.825149,5.243103,253891.431264,1.418918,0.191629,0.000782,0.000293,0.202734,0.005624,0.006569,0.01319,0.015888,0.084334,0.040359,0.020924,0.010608,0.000243,0.000594,0.002061,0.004294,0.019809,0.01233,0.007225,0.004379,1.550746,1.50325,nonspam
6,2,4,0,0.000909,0.789474,0,0,0.166667,0.166667,0,0,0.002,0.001,0,0,0.166667,0.166667,0,0,0.002,0.001,1.386294,1.386294,6,2,4,0,0.000909,0.789474,0,0,0.166667,0.166667,0,0,0.002,0.001,0,0,0.166667,0.166667,0,0,0.002,0.001,1.386294,1.386294,131.6,4,4.525231,0,0.012776,1.554742,0.123161,0.125858,0.190613,0.242134,0.126,0.07,0.0404,0.0248,0.056679,0.144818,0.205384,0.24598,0.062,0.065,0.034,0.0216,3.591126,3.434832,38054.24,1.2,0.804222,0,0.000321,0.240492,0.051363,0.050946,0.048203,0.044343,0.028224,0.00784,0.002159,0.000669,0.010443,0.043239,0.031946,0.028329,0.006256,0.00576,0.001157,0.000466,2.589435,2.557291,nonspam
110,12,5.254545,0.372727,0.007726,1.895317,0.045455,0.063636,0.118182,0.254545,0.05,0.035,0.026,0.028,0.045455,0.063636,0.090909,0.163636,0.05,0.035,0.02,0.018,4.682131,4.682131,110,12,5.254545,0.372727,0.007726,1.895317,0.045455,0.063636,0.118182,0.254545,0.05,0.035,0.026,0.028,0.045455,0.063636,0.090909,0.163636,0.05,0.035,0.02,0.018,4.682131,4.682131,147.040373,4.919255,4.373325,0.197135,0.013233,2.611942,0.16065,0.17616,0.261123,0.347096,0.198075,0.112624,0.069435,0.046643,0.027061,0.041614,0.111769,0.167374,0.034596,0.026988,0.029547,0.022783,4.316801,3.367852,11456.380358,1.807145,0.413409,0.33279,0.000184,0.740763,0.0067,0.005689,0.008546,0.011737,0.016198,0.00464,0.001643,0.000703,0.000424,0.000664,0.002151,0.002392,0.001104,0.000586,0.000354,0.000211,0.543867,1.462906,nonspam
100,0,4.63,0,0.033124,1.948097,0.17,0.25,0.35,0.46,0.17,0.125,0.07,0.046,0.09,0.09,0.1,0.11,0.09,0.045,0.02,0.011,4.488707,4.327545,334,4,4.760479,0.032934,0.026422,3.983437,0.113772,0.254491,0.362275,0.41018,0.38,0.425,0.242,0.137,0.140719,0.152695,0.185629,0.329341,0.47,0.255,0.124,0.11,4.876641,3.272207,623.5,2,3.976329,0.009486,0.045047,2.376079,0.083127,0.112071,0.165873,0.203349,0.435714,0.296071,0.175714,0.102214,0.043287,0.04549,0.086829,0.131083,0.136429,0.073571,0.066714,0.061143,5.44222,4.855289,340681.535714,0.571429,0.98145,0.000343,0.001143,0.557388,0.002697,0.005886,0.008844,0.012607,0.206239,0.085386,0.026024,0.008313,0.001659,0.001788,0.00304,0.005333,0.018552,0.005791,0.002671,0.002564,1.836945,1.384866,nonspam
417,11,4.63789,0.035971,0.045704,2.112309,0.064748,0.088729,0.136691,0.194245,0.27,0.185,0.114,0.081,0.033573,0.05036,0.098321,0.146283,0.14,0.105,0.082,0.061,6.024938,6.012082,417,11,4.63789,0.035971,0.045704,2.112309,0.064748,0.088729,0.136691,0.194245,0.27,0.185,0.114,0.081,0.033573,0.05036,0.098321,0.146283,0.14,0.105,0.082,0.061,6.024938,6.012082,160.125,6.25,5.149178,0.146,0.022583,2.242642,0.09958,0.13549,0.229074,0.294911,0.1575,0.104375,0.068,0.04425,0.034622,0.061075,0.11671,0.164245,0.05375,0.04375,0.033,0.024,4.664836,4.331991,12459.109375,17.6875,0.31933,0.012572,0.000142,0.203039,0.001231,0.002077,0.003867,0.005521,0.012144,0.004965,0.00173,0.000772,0.000083,0.000787,0.00152,0.001575,0.001448,0.000823,0.000411,0.000228,0.413268,0.604337,nonspam
1562,19,4.529449,0.595391,0.037686,2.719458,0.081306,0.138284,0.184379,0.269526,1.27,1.08,0.576,0.421,0.026248,0.037132,0.099232,0.148528,0.41,0.29,0.31,0.232,7.116597,6.263538,1562,19,4.529449,0.595391,0.037686,2.719458,0.081306,0.138284,0.184379,0.269526,1.27,1.08,0.576,0.421,0.026248,0.037132,0.099232,0.148528,0.41,0.29,0.31,0.232,7.116597,6.263538,944.543478,17.782609,4.444159,0.215003,0.036656,2.949497,0.129931,0.198397,0.25793,0.327134,1.176087,0.887717,0.467696,0.300326,0.026928,0.052792,0.107662,0.169745,0.239565,0.239565,0.192565,0.149543,6.124163,5.136584,236110.552457,132.257089,0.702037,0.06875,0.000359,0.917101,0.009233,0.013441,0.012061,0.009205,1.055933,0.38978,0.08417,0.025628,0.000147,0.001059,0.002132,0.002735,0.017661,0.065148,0.017174,0.005897,0.845794,2.409094,nonspam
336,5,4.580357,0.125,0.032283,2.226841,0.059524,0.098214,0.184524,0.270833,0.2,0.165,0.124,0.091,0.032738,0.0625,0.107143,0.217262,0.11,0.105,0.072,0.073,5.757183,5.55798,336,5,4.580357,0.125,0.032283,2.226841,0.059524,0.098214,0.184524,0.270833,0.2,0.165,0.124,0.091,0.032738,0.0625,0.107143,0.217262,0.11,0.105,0.072,0.073,5.757183,5.55798,240.825397,6.172336,5.127993,0.326346,0.019992,1.977403,0.106152,0.163933,0.232896,0.296913,0.182154,0.147925,0.090771,0.062714,0.042835,0.069448,0.141594,0.252042,0.107324,0.089717,0.07039,0.055764,4.959941,4.840566,95049.268833,3.35352,0.147398,0.031526,0.000273,0.045442,0.001655,0.002797,0.00357,0.003646,0.036857,0.024994,0.010848,0.006193,0.000416,0.000837,0.002042,0.003371,0.034555,0.026465,0.015371,0.006671,0.730058,0.65665,nonspam
259,7,5.791506,0.243243,0.037191,2.345333,0.054054,0.100386,0.223938,0.293436,0.14,0.13,0.116,0.076,0.027027,0.054054,0.127413,0.208494,0.07,0.07,0.066,0.054,5.511317,5.379054,184,7,5.733696,0.163043,0.046092,2.224417,0.032609,0.081522,0.190217,0.277174,0.06,0.075,0.07,0.051,0.005435,0.027174,0.065217,0.163043,0.01,0.025,0.024,0.03,5.165922,5.041997,369.979592,5.183673,5.21127,0.16769,0.065815,2.191181,0.045588,0.08754,0.15124,0.226638,0.139796,0.126224,0.09098,0.068898,0.02551,0.046616,0.096343,0.157529,0.098776,0.082143,0.064245,0.053061,5.388311,5.155494,78641.326114,3.90504,0.394041,0.268448,0.001001,0.150667,0.000757,0.002792,0.004999,0.009635,0.016847,0.0097,0.004347,0.002243,0.000361,0.000932,0.002484,0.003389,0.015076,0.00653,0.003214,0.001919,1.200102,1.12747,nonspam
204,8,4.887255,0.068627,0.012731,2.15233,0.098039,0.137255,0.245098,0.392157,0.2,0.14,0.1,0.08,0.053922,0.063725,0.083333,0.151961,0.11,0.065,0.034,0.031,5.246502,5.040878,204,8,4.887255,0.068627,0.012731,2.15233,0.098039,0.137255,0.245098,0.392157,0.2,0.14,0.1,0.08,0.053922,0.063725,0.083333,0.151961,0.11,0.065,0.034,0.031,5.246502,5.040878,282.109533,3.955375,5.113883,0.621532,0.033803,1.901965,0.091233,0.129914,0.214768,0.284651,0.142312,0.111673,0.080986,0.059708,0.032463,0.052103,0.099126,0.17053,0.064584,0.05072,0.040389,0.035252,4.440456,4.198577,271501.833844,11.064946,1.517821,4.933917,0.000718,0.311457,0.009308,0.01291,0.026137,0.026815,0.039137,0.025607,0.013093,0.007765,0.001907,0.004385,0.013746,0.019421,0.012583,0.008912,0.00584,0.003693,2.905984,2.786131,nonspam
14,3,4.785714,0,0.026718,1.109589,0.071429,0.214286,0.214286,0.357143,0.01,0.015,0.006,0.005,0.071429,0.071429,0.142857,0.214286,0.01,0.005,0.004,0.003,2.484907,2.484907,394,3,4.530457,0,0.035116,2.566549,0.076142,0.116751,0.238579,0.269036,0.3,0.23,0.188,0.106,0.017766,0.032995,0.063452,0.159898,0.07,0.065,0.05,0.063,5.699821,4.736958,789.071429,2.5,4.652968,0.073233,0.029002,2.082514,0.131664,0.167488,0.233526,0.311851,0.232857,0.177857,0.131,0.093286,0.04045,0.052547,0.093193,0.144411,0.124286,0.086786,0.080286,0.060571,4.584218,4.209978,3012631.209184,0.678571,0.131179,0.027529,0.000463,0.477379,0.008922,0.010597,0.012187,0.017523,0.11522,0.106306,0.082324,0.047942,0.000833,0.000685,0.001748,0.002661,0.103239,0.049377,0.0526,0.027492,3.059573,2.295264,nonspam
300,13,6.236667,1.03,0.005812,2.208545,0.046667,0.063333,0.13,0.22,0.14,0.095,0.078,0.066,0.02,0.046667,0.11,0.186667,0.06,0.07,0.066,0.056,5.622662,5.353993,300,13,6.236667,1.03,0.005812,2.208545,0.046667,0.063333,0.13,0.22,0.14,0.095,0.078,0.066,0.02,0.046667,0.11,0.186667,0.06,0.07,0.066,0.056,5.622662,5.353993,1884.418182,6.045455,4.878304,0.124812,0.061279,2.432987,0.099362,0.143146,0.203881,0.276966,1.347909,0.956091,0.591109,0.410709,0.02638,0.057091,0.121516,0.160626,0.439727,0.386045,0.294945,0.225891,6.489427,6.130371,8790259.843306,4.134298,0.11748,0.035867,0.001197,0.168006,0.002342,0.00434,0.00511,0.007627,5.829178,2.522487,0.881514,0.408635,0.000374,0.000456,0.002326,0.002085,0.376914,0.271968,0.148901,0.095925,1.710923,1.279411,nonspam
368,7,4.815217,0.399457,0.016188,2.27902,0.089674,0.122283,0.157609,0.230978,0.33,0.225,0.116,0.085,0.035326,0.076087,0.154891,0.217391,0.13,0.14,0.114,0.08,5.805509,5.493647,368,7,4.815217,0.399457,0.016188,2.27902,0.089674,0.122283,0.157609,0.230978,0.33,0.225,0.116,0.085,0.035326,0.076087,0.154891,0.217391,0.13,0.14,0.114,0.08,5.805509,5.493647,299,7.666667,4.779007,0.237612,0.028976,2.213543,0.090537,0.11351,0.159681,0.217438,0.265,0.168333,0.095333,0.064833,0.029621,0.064006,0.142891,0.200434,0.09,0.095833,0.084333,0.059167,5.549825,5.203506,3909.666667,0.555556,0.036386,0.039084,0.000229,0.012285,0.000367,0.000633,0.000521,0.001141,0.003658,0.002214,0.000538,0.000268,0.000064,0.000362,0.000807,0.001184,0.001067,0.001187,0.000469,0.000194,0.076638,0.116976,spam
155,8,4.548387,0.16129,0.055043,1.981567,0.090323,0.135484,0.206452,0.322581,0.14,0.105,0.064,0.05,0.03871,0.064516,0.167742,0.2,0.06,0.05,0.052,0.031,4.994195,4.880802,155,8,4.548387,0.16129,0.055043,1.981567,0.090323,0.135484,0.206452,0.322581,0.14,0.105,0.064,0.05,0.03871,0.064516,0.167742,0.2,0.06,0.05,0.052,0.031,4.994195,4.880802,44.833333,5.208333,5.71449,0.437637,0.026551,1.353963,0.131366,0.156193,0.175897,0.294011,0.036667,0.025521,0.014125,0.011354,0.017519,0.024461,0.119705,0.147289,0.014792,0.009896,0.011375,0.007333,2.994876,2.971466,11932.347222,0.914931,0.278931,0.297673,0.000423,0.054447,0.00204,0.002952,0.002981,0.003684,0.001689,0.001599,0.000864,0.000572,0.000632,0.000843,0.001566,0.002591,0.002467,0.000956,0.000828,0.000374,0.662431,0.623227,nonspam
21,15,6.047619,0,0.00841,1.436893,0,0.047619,0.142857,0.190476,0,0.005,0.006,0.004,0.047619,0.095238,0.095238,0.142857,0.01,0.01,0.004,0.003,2.944439,2.944439,451,6,3.946785,0.002217,0.072102,2.785268,0.002217,0.008869,0.017738,0.035477,0.01,0.02,0.016,0.016,0,0.002217,0.02439,0.079823,0,0.005,0.022,0.036,5.839561,5.150459,307.47561,3.890244,4.827486,0.05403,0.058308,1.508381,0.041325,0.053953,0.125277,0.20015,0.077927,0.084878,0.059902,0.043451,0.009837,0.022098,0.032778,0.071897,0.065976,0.053232,0.040146,0.029622,3.383725,3.264737,1000712.834771,7.731856,0.112329,0.037695,0.000691,0.377203,0.004313,0.006164,0.016931,0.022942,0.081765,0.100874,0.051832,0.028999,0.000343,0.001019,0.002206,0.004208,0.086787,0.052215,0.029273,0.014072,3.190546,2.635519,nonspam
247,0,5.072874,0.125506,0.018109,2.077562,0.048583,0.145749,0.246964,0.348178,0.12,0.18,0.122,0.086,0.044534,0.05668,0.080972,0.157895,0.11,0.07,0.04,0.039,5.484283,5.425408,247,0,5.072874,0.125506,0.018109,2.077562,0.048583,0.145749,0.246964,0.348178,0.12,0.18,0.122,0.086,0.044534,0.05668,0.080972,0.157895,0.11,0.07,0.04,0.039,5.484283,5.425408,227.8,0.133333,5.058718,0.060351,0.036078,1.98393,0.065517,0.145336,0.238994,0.349957,0.132667,0.152667,0.0956,0.0688,0.046516,0.069273,0.11509,0.182216,0.105333,0.079333,0.0548,0.042733,5.065988,4.958404,14851.36,0.248889,0.100102,0.003124,0.000398,0.085004,0.002024,0.005212,0.005928,0.013719,0.007566,0.00414,0.001764,0.000915,0.000329,0.000794,0.002305,0.004493,0.002558,0.001586,0.001061,0.000498,1.230097,1.184841,nonspam
19,7,5,0.157895,0.032815,1.605634,0.105263,0.368421,0.368421,0.526316,0.02,0.035,0.014,0.01,0.105263,0.157895,0.263158,0.368421,0.02,0.015,0.01,0.007,2.751667,2.62578,19,7,5,0.157895,0.032815,1.605634,0.105263,0.368421,0.368421,0.526316,0.02,0.035,0.014,0.01,0.105263,0.157895,0.263158,0.368421,0.02,0.015,0.01,0.007,2.751667,2.62578,32.5,5,4.793478,0.078947,0.072505,1.610993,0.106979,0.238558,0.271167,0.415332,0.035,0.03,0.015,0.012,0.052632,0.100686,0.153318,0.260297,0.01,0.0125,0.007,0.007,3.252175,3.154106,182.25,4,0.042651,0.006233,0.001575,0.000029,0.000003,0.016864,0.009458,0.012317,0.000225,0.000025,0.000001,0.000004,0.00277,0.003273,0.012065,0.011691,0.0001,0.000006,0.000009,0,0.250508,0.279128,nonspam
103,1,4.252427,1.786408,0.009739,1.911661,0.087379,0.126214,0.184466,0.281553,0.09,0.065,0.038,0.029,0,0.058252,0.106796,0.165049,0,0.03,0.022,0.017,4.615121,4.615121,103,1,4.252427,1.786408,0.009739,1.911661,0.087379,0.126214,0.184466,0.281553,0.09,0.065,0.038,0.029,0,0.058252,0.106796,0.165049,0,0.03,0.022,0.017,4.615121,4.615121,92.538961,1.012987,3.92797,1.096005,0.011204,1.801466,0.049442,0.080533,0.158756,0.239675,0.042922,0.036266,0.028442,0.021942,0.013918,0.028057,0.044239,0.08464,0.013506,0.01461,0.009468,0.009058,4.367458,4.335036,8607.313417,0.012818,0.239932,0.11453,0.000029,0.031044,0.001834,0.002253,0.002538,0.00245,0.001703,0.001175,0.000611,0.000456,0.000189,0.000408,0.000928,0.001851,0.000399,0.000526,0.000221,0.000235,0.201279,0.183302,nonspam
2462,8,4.895613,0.081641,0.092317,3.567216,0.168156,0.259951,0.417141,0.491877,4.14,3.2,2.054,1.211,0.025995,0.057271,0.088546,0.227864,0.64,0.705,0.436,0.561,7.151969,6.124197,2462,8,4.895613,0.081641,0.092317,3.567216,0.168156,0.259951,0.417141,0.491877,4.14,3.2,2.054,1.211,0.025995,0.057271,0.088546,0.227864,0.64,0.705,0.436,0.561,7.151969,6.124197,2352.262248,15.798271,4.864501,0.076953,0.096574,3.737664,0.175562,0.266898,0.434933,0.512111,3.982795,3.0467,1.987418,1.172945,0.028245,0.063852,0.09512,0.244006,0.672133,0.742349,0.441746,0.564256,6.994662,5.89156,919037.622869,190.449219,0.00897,0.001559,0.000061,0.116673,0.000558,0.001017,0.002873,0.003026,0.453773,0.422983,0.154693,0.063066,0.000011,0.000036,0.000134,0.000472,0.099808,0.059604,0.03107,0.022121,0.154288,0.163669,nonspam
260,8,4.8,0.030769,0.03404,1.992074,0.042308,0.119231,0.180769,0.280769,0.11,0.155,0.094,0.073,0.05,0.069231,0.123077,0.192308,0.13,0.09,0.064,0.05,5.526093,5.431911,260,8,4.8,0.030769,0.03404,1.992074,0.042308,0.119231,0.180769,0.280769,0.11,0.155,0.094,0.073,0.05,0.069231,0.123077,0.192308,0.13,0.09,0.064,0.05,5.526093,5.431911,117.133333,8.266667,5.425421,0.252889,0.021193,1.987175,0.086082,0.135227,0.242185,0.318227,0.068667,0.065,0.045867,0.032733,0.054078,0.094272,0.154251,0.176472,0.053333,0.046667,0.031867,0.0212,4.0199,3.796226,22407.315556,5.928889,0.392113,0.072541,0.000446,0.666034,0.001167,0.001707,0.003788,0.004425,0.002492,0.003303,0.0016,0.000986,0.000806,0.002311,0.00339,0.003075,0.003009,0.002119,0.001044,0.000586,0.987387,1.141722,nonspam
176,5,4.857955,0.125,0.056248,1.90573,0.085227,0.147727,0.204545,0.25,0.15,0.13,0.072,0.044,0.056818,0.079545,0.107955,0.198864,0.1,0.07,0.038,0.035,5.143121,5.091789,1229,4,4.312449,0.028478,0.076335,2.973133,0.077299,0.139138,0.283157,0.340114,0.95,0.855,0.696,0.418,0.018714,0.02441,0.083808,0.152156,0.23,0.15,0.206,0.187,6.726733,5.586909,308.545455,5.045455,4.638063,0.110801,0.050376,2.194696,0.108261,0.176626,0.267254,0.325947,0.29,0.247273,0.185455,0.110909,0.054556,0.070032,0.12654,0.213212,0.089091,0.057727,0.058636,0.052727,4.948555,4.506736,128130.702479,5.043388,0.05787,0.009986,0.000606,0.357757,0.002003,0.005421,0.006752,0.006132,0.102891,0.081358,0.059449,0.020409,0.001161,0.001514,0.002426,0.004316,0.002426,0.001047,0.003023,0.002763,0.903807,0.455392,nonspam
409,12,4.745721,0.07824,0.022466,2.283771,0.06846,0.100244,0.166259,0.264059,0.28,0.205,0.136,0.108,0.026895,0.0489,0.09291,0.149144,0.11,0.1,0.076,0.061,5.82514,5.404279,409,12,4.745721,0.07824,0.022466,2.283771,0.06846,0.100244,0.166259,0.264059,0.28,0.205,0.136,0.108,0.026895,0.0489,0.09291,0.149144,0.11,0.1,0.076,0.061,5.82514,5.404279,141.363636,12,4.247417,0.424523,0.013642,1.845296,0.116383,0.157421,0.199866,0.269671,0.127273,0.089545,0.051273,0.036909,0.029314,0.045149,0.092906,0.181993,0.04,0.031818,0.027273,0.024273,4.560052,4.270268,12324.231405,0,0.120966,0.076992,0.000043,0.053937,0.001507,0.002076,0.001016,0.00026,0.003129,0.001993,0.001187,0.000785,0.000009,0.000052,0.000105,0.000262,0.000855,0.000697,0.000532,0.00028,0.452434,0.421596,nonspam
15,3,4.933333,0.066667,0.026643,1.155844,0.066667,0.2,0.2,0.333333,0.01,0.015,0.006,0.005,0,0,0.066667,0.2,0,0,0.002,0.003,2.564949,2.564949,30,1,5.7,0,0.018171,1.511278,0,0.033333,0.066667,0.166667,0,0.005,0.004,0.005,0,0.033333,0.1,0.133333,0,0.005,0.006,0.004,3.332205,3.332205,373.810811,3.513514,4.547817,0.192319,0.058168,1.949442,0.067334,0.102767,0.143759,0.218564,0.232973,0.174595,0.096324,0.072486,0.03286,0.048274,0.110122,0.153792,0.127027,0.08473,0.074595,0.052919,5.33102,5.180124,87827.504748,3.060628,0.240408,0.045384,0.001419,0.110713,0.001478,0.002174,0.003957,0.006458,0.038859,0.019769,0.005327,0.002866,0.00045,0.000754,0.001898,0.001425,0.009875,0.004235,0.003014,0.001584,1.702252,1.538377,nonspam
157,2,4.464968,0,0.017534,1.861171,0.082803,0.10828,0.203822,0.254777,0.13,0.085,0.064,0.04,0.006369,0.012739,0.019108,0.082803,0.01,0.01,0.006,0.013,5.043425,5.043425,157,2,4.464968,0,0.017534,1.861171,0.082803,0.10828,0.203822,0.254777,0.13,0.085,0.064,0.04,0.006369,0.012739,0.019108,0.082803,0.01,0.01,0.006,0.013,5.043425,5.043425,157,2,4.464968,0,0.017534,1.861171,0.082803,0.10828,0.203822,0.254777,0.13,0.085,0.064,0.04,0.006369,0.012739,0.019108,0.082803,0.01,0.01,0.006,0.013,5.043425,5.043425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
133,13,4.330827,0.759398,0.012968,1.916216,0.045113,0.105263,0.240602,0.293233,0.06,0.07,0.064,0.039,0.045113,0.067669,0.135338,0.18797,0.06,0.045,0.036,0.025,4.790538,4.535146,133,13,4.330827,0.759398,0.012968,1.916216,0.045113,0.105263,0.240602,0.293233,0.06,0.07,0.064,0.039,0.045113,0.067669,0.135338,0.18797,0.06,0.045,0.036,0.025,4.790538,4.535146,214.618182,3.690909,4.52074,0.630081,0.027683,2.025157,0.069847,0.118863,0.198006,0.26193,0.148909,0.128818,0.082545,0.056255,0.030518,0.055232,0.103792,0.155696,0.056364,0.051455,0.041273,0.031145,5.091248,4.944046,24459.945124,13.413554,0.154523,0.327312,0.000225,0.113018,0.001785,0.002635,0.004323,0.006271,0.021606,0.017242,0.005056,0.00227,0.000666,0.000861,0.001486,0.002134,0.00194,0.001453,0.00077,0.000375,0.339922,0.393085,nonspam
2475,7,5.066667,0.11596,0.064005,3.004202,0.099798,0.146667,0.221414,0.28404,2.47,1.815,1.096,0.703,0.04202,0.060606,0.103434,0.155152,1.04,0.75,0.512,0.384,7.593289,6.733243,2475,7,5.066667,0.11596,0.064005,3.004202,0.099798,0.146667,0.221414,0.28404,2.47,1.815,1.096,0.703,0.04202,0.060606,0.103434,0.155152,1.04,0.75,0.512,0.384,7.593289,6.733243,216.595483,2.597536,5.397324,0.214766,0.035101,2.452344,0.140061,0.221305,0.289622,0.355187,0.22848,0.18115,0.103828,0.070105,0.034948,0.053325,0.099702,0.16263,0.101027,0.071684,0.053589,0.03976,4.670873,4.214416,89648.162854,3.735353,0.517952,0.031407,0.000213,0.446888,0.004702,0.010033,0.009332,0.008492,0.067177,0.035362,0.013021,0.007794,0.002534,0.002997,0.008207,0.009174,0.034721,0.013953,0.007087,0.003199,1.039302,1.222202,nonspam
36,4,3.333333,0,0.003009,1.485714,0.027778,0.055556,0.166667,0.25,0.01,0.01,0.012,0.009,0,0,0,0,0,0,0,0,3.526361,3.526361,36,4,3.333333,0,0.003009,1.485714,0.027778,0.055556,0.166667,0.25,0.01,0.01,0.012,0.009,0,0,0,0,0,0,0,0,3.526361,3.526361,430.7,7.7,5.022269,0.016396,0.031784,2.212896,0.057604,0.095566,0.188573,0.268741,0.265,0.2165,0.1606,0.1129,0.01464,0.032699,0.084819,0.121378,0.068,0.0775,0.0804,0.0622,5.620652,5.49122,86272.81,2.81,0.34673,0.000187,0.000249,0.112063,0.000223,0.000428,0.000627,0.000986,0.042425,0.0275,0.012985,0.006106,0.00004,0.000169,0.001064,0.002303,0.002796,0.003121,0.003846,0.002535,1.042938,0.860481,nonspam
