@RELATION .\uk-2007-05.obvious_features.csv

@ATTRIBUTE hostid NUMERIC
@ATTRIBUTE number_of_pages NUMERIC
@ATTRIBUTE length_of_hostname NUMERIC
@ATTRIBUTE class {spam,nonspam}
@ATTRIBUTE assessmentscore NUMERIC


@DATA
46878,74,28,nonspam,0.000000
46900,11,29,nonspam,0.000000
46967,4017,19,nonspam,0.333333
46990,6,32,nonspam,0.000000
47024,99,23,nonspam,0.000000
47052,6,25,nonspam,0.000000
47096,7,29,nonspam,0.000000
47150,16,29,nonspam,0.000000
47184,5596,28,nonspam,0.400000
47194,5,30,nonspam,0.000000
47197,1,23,nonspam,0.000000
47249,34,16,nonspam,0.000000
47277,26,28,nonspam,0.000000
47301,1,14,nonspam,0.000000
47305,520,16,nonspam,0.000000
47343,36,27,nonspam,0.000000
47347,31,23,nonspam,0.000000
47356,2036,21,nonspam,0.250000
47381,745,24,spam,1.000000
47389,32,30,nonspam,0.000000
47412,4,22,nonspam,0.000000
47424,647,23,nonspam,0.000000
47481,7,19,nonspam,0.000000
47493,1,24,nonspam,0.000000
47509,9,15,nonspam,0.000000
47542,1,18,nonspam,0.000000
47550,1,14,nonspam,0.000000
47590,6,28,nonspam,0.000000
47597,129,19,nonspam,0.000000
47626,308,29,nonspam,0.000000
47628,44668,15,nonspam,0.000000
47736,17,22,nonspam,0.000000
47791,4006,21,nonspam,0.000000
47797,29331,25,nonspam,0.000000
47811,28746,23,nonspam,0.000000
47841,15,31,nonspam,0.000000
47856,17,18,nonspam,0.000000
47859,293,18,nonspam,0.000000
47906,5,53,nonspam,0.200000
47907,60,24,nonspam,0.000000
47914,1,19,nonspam,0.000000
47979,1784,27,nonspam,0.000000
48006,30,27,nonspam,0.000000
48023,8,20,nonspam,0.000000
48060,3601,25,nonspam,0.000000
48086,134,22,spam,1.000000
48114,136,17,nonspam,0.000000
48121,1,23,nonspam,0.000000
48139,254,15,nonspam,0.000000
48147,6,18,nonspam,0.000000
48197,1,23,nonspam,0.000000
48226,80,21,nonspam,0.000000
48230,7,21,nonspam,0.000000
48243,12,20,nonspam,0.000000
48253,3,28,nonspam,0.000000
48264,2647,19,nonspam,0.000000
48278,2,16,nonspam,0.000000
48315,81,14,nonspam,0.000000
48362,13,17,nonspam,0.000000
48378,11,26,nonspam,0.000000
48490,2732,20,nonspam,0.000000
48573,1,19,spam,1.000000
48588,5,16,nonspam,0.000000
48594,1,14,spam,1.000000
48606,308,15,nonspam,0.000000
48610,215,29,nonspam,0.000000
48624,1,14,nonspam,0.000000
48627,3326,16,nonspam,0.000000
48637,7,14,nonspam,0.000000
48687,71,18,nonspam,0.000000
48695,2,24,nonspam,0.000000
48755,26,23,nonspam,0.000000
48818,1,24,nonspam,0.000000
48831,1403,24,spam,0.750000
48841,308,24,nonspam,0.333333
48842,19824,21,spam,0.583333
48892,18,20,nonspam,0.000000
48915,13,28,nonspam,0.083333
48928,3,18,nonspam,0.000000
48970,97,23,nonspam,0.000000
48992,250,18,nonspam,0.000000
49022,13,27,nonspam,0.000000
49060,20,22,nonspam,0.000000
49074,60,19,nonspam,0.000000
49162,32,21,nonspam,0.000000
49196,1,27,nonspam,0.000000
49248,112,26,nonspam,0.000000
49254,6,36,nonspam,0.000000
49269,465,22,nonspam,0.000000
49301,21762,14,nonspam,0.250000
49310,1,17,nonspam,0.000000
49331,16,22,nonspam,0.000000
49381,36,27,nonspam,0.000000
49383,10,17,nonspam,0.000000
49430,57,21,nonspam,0.000000
49455,14,17,nonspam,0.000000
49602,8,25,nonspam,0.000000
49759,23,18,nonspam,0.333333
49796,89,21,nonspam,0.000000
49806,49910,21,nonspam,0.000000
49824,160,17,nonspam,0.000000
49828,4,23,nonspam,0.000000
49833,43,18,nonspam,0.000000
49872,8,28,nonspam,0.000000
49876,1,15,nonspam,0.000000
49886,1,23,spam,1.000000
49916,10,15,nonspam,0.000000
49929,1,16,nonspam,0.000000
49949,6,32,nonspam,0.000000
49972,91,19,spam,0.700000
49978,63,17,nonspam,0.000000
49986,1,27,spam,1.000000
49996,98,26,nonspam,0.000000
50012,84,21,nonspam,0.000000
50035,22876,14,nonspam,0.000000
50040,11,27,nonspam,0.000000
50066,931,24,nonspam,0.000000
50158,21,35,nonspam,0.000000
50187,1,26,nonspam,0.000000
50288,1,32,nonspam,0.000000
50289,51,18,nonspam,0.166667
50290,1606,21,nonspam,0.000000
50297,8,30,nonspam,0.000000
50311,1,27,nonspam,0.000000
50372,15,29,nonspam,0.000000
50384,11,21,nonspam,0.000000
50474,12,21,nonspam,0.000000
50496,154,18,nonspam,0.000000
50527,48,23,nonspam,0.000000
50536,2,18,nonspam,0.000000
50596,20,23,nonspam,0.000000
50620,50,21,nonspam,0.000000
50623,23,30,nonspam,0.000000
50642,247,28,nonspam,0.000000
50645,25,14,nonspam,0.000000
50671,1356,14,nonspam,0.000000
50717,1,24,spam,1.000000
50755,305,29,nonspam,0.000000
50776,62,24,nonspam,0.166667
50790,1807,21,nonspam,0.333333
50841,298,26,nonspam,0.000000
50890,7,27,nonspam,0.000000
50918,21,22,nonspam,0.000000
50931,1,29,nonspam,0.000000
50945,11,18,nonspam,0.000000
50954,1,24,nonspam,0.000000
50959,2,20,spam,1.000000
50988,25,33,nonspam,0.000000
50996,10,26,nonspam,0.000000
50998,11,33,nonspam,0.000000
51009,76,17,nonspam,0.000000
51018,1,24,nonspam,0.000000
51045,551,24,spam,1.000000
51050,2,34,nonspam,0.000000
51054,196,22,nonspam,0.000000
51129,225,15,nonspam,0.000000
51138,176,15,nonspam,0.000000
51155,792,17,nonspam,0.000000
51162,3,26,spam,0.750000
51208,3,17,nonspam,0.000000
51216,38,23,nonspam,0.000000
51244,17,21,nonspam,0.000000
51364,76,19,nonspam,0.400000
51366,63,20,nonspam,0.000000
51376,1280,25,nonspam,0.000000
51378,7,27,nonspam,0.000000
51382,40146,30,nonspam,0.000000
51386,23,26,nonspam,0.000000
51438,112,22,nonspam,0.000000
51454,11,24,nonspam,0.000000
51552,342,13,nonspam,0.250000
51571,49,15,nonspam,0.000000
51599,21,19,nonspam,0.000000
51611,4,26,nonspam,0.000000
51615,1,27,spam,1.000000
51645,17,23,nonspam,0.000000
51675,13,21,nonspam,0.000000
51690,24,15,nonspam,0.000000
51708,82,23,nonspam,0.000000
51711,11,23,nonspam,0.000000
51762,13,25,nonspam,0.000000
51793,16,21,nonspam,0.000000
51839,36,24,nonspam,0.000000
51841,73,17,nonspam,0.000000
51842,1,21,nonspam,0.000000
51877,14,33,nonspam,0.000000
51890,25,27,nonspam,0.000000
51906,9,25,nonspam,0.000000
51922,53,24,spam,0.750000
51934,266,26,nonspam,0.000000
51960,1,26,nonspam,0.000000
51962,160,20,nonspam,0.000000
52013,15,23,nonspam,0.000000
52022,23,18,nonspam,0.000000
52073,18,19,nonspam,0.000000
52117,1593,20,nonspam,0.000000
52125,1,18,nonspam,0.000000
52126,98,25,nonspam,0.000000
52131,5,29,nonspam,0.000000
52139,20,30,nonspam,0.000000
52240,1,15,nonspam,0.000000
52243,1,25,nonspam,0.000000
52248,1,15,nonspam,0.000000
52263,1,15,nonspam,0.000000
52316,45,14,nonspam,0.000000
52349,1,22,nonspam,0.000000
52352,19,18,nonspam,0.000000
52402,6,18,nonspam,0.000000
52414,10,23,nonspam,0.000000
52466,1,27,nonspam,0.000000
52467,9,27,nonspam,0.000000
52491,137,17,nonspam,0.000000
52498,10,22,nonspam,0.000000
52550,10,24,nonspam,0.000000
52561,9,18,nonspam,0.000000
52612,452,31,nonspam,0.000000
52625,1,21,nonspam,0.000000
52663,14,16,nonspam,0.000000
52673,18290,22,nonspam,0.000000
52701,8,26,nonspam,0.000000
52705,509,18,nonspam,0.000000
52779,8,18,nonspam,0.000000
52789,5,19,nonspam,0.000000
52820,233,15,nonspam,0.000000
52861,5,18,nonspam,0.000000
52961,319,17,nonspam,0.000000
52967,14,30,nonspam,0.000000
52995,8,24,nonspam,0.000000
53009,44,35,nonspam,0.000000
53036,1039,20,nonspam,0.000000
53056,49,18,nonspam,0.000000
53131,658,18,nonspam,0.000000
53140,14,26,nonspam,0.000000
53153,73,27,nonspam,0.250000
53154,6,27,spam,0.750000
53167,47,29,nonspam,0.000000
53170,52,26,nonspam,0.000000
53183,15,23,nonspam,0.000000
53192,1,29,nonspam,0.000000
53248,154,22,nonspam,0.000000
53261,342,30,nonspam,0.000000
53302,15,24,nonspam,0.000000
53312,21,18,nonspam,0.000000
53366,11,17,nonspam,0.000000
53386,36,30,nonspam,0.000000
53398,1,18,nonspam,0.000000
53406,52,19,nonspam,0.000000
53448,1984,22,nonspam,0.000000
53451,10,27,nonspam,0.000000
53462,4,27,nonspam,0.000000
53492,90,24,nonspam,0.000000
53495,4,25,nonspam,0.000000
53503,11,22,nonspam,0.000000
53515,30,17,nonspam,0.000000
53543,648,17,nonspam,0.000000
53588,1,29,nonspam,0.000000
53608,3849,15,nonspam,0.000000
53609,1,27,spam,0.714286
53611,38159,14,nonspam,0.000000
53615,7,31,nonspam,0.000000
53616,14,19,nonspam,0.000000
53650,30,21,nonspam,0.000000
53758,58,23,nonspam,0.250000
53787,44,19,nonspam,0.000000
53808,36,20,nonspam,0.000000
53840,15,24,nonspam,0.000000
53886,1,22,nonspam,0.000000
53928,10,25,nonspam,0.000000
54025,37,25,nonspam,0.000000
54087,30,27,nonspam,0.000000
54105,3,20,spam,1.000000
54112,5,28,nonspam,0.000000
54114,1,14,nonspam,0.000000
54196,6,30,nonspam,0.000000
54201,51,18,spam,0.750000
54256,1,18,spam,0.666667
54297,3218,33,nonspam,0.000000
54309,184,30,nonspam,0.000000
54350,9,33,nonspam,0.000000
54359,2,30,nonspam,0.000000
54372,306,20,nonspam,0.000000
54388,20,30,nonspam,0.000000
54406,1,22,nonspam,0.000000
54417,421,24,nonspam,0.000000
54436,8,28,nonspam,0.000000
54475,1,25,nonspam,0.000000
54509,6,23,nonspam,0.000000
54510,518,29,nonspam,0.000000
54540,29,26,nonspam,0.000000
54622,1,27,nonspam,0.000000
54623,37,22,nonspam,0.000000
54625,2,27,spam,1.000000
54634,57,19,nonspam,0.000000
54640,18,34,nonspam,0.250000
54646,1,26,nonspam,0.000000
54654,1,28,nonspam,0.000000
54660,3,26,nonspam,0.000000
54689,5,25,nonspam,0.000000
54714,1,25,nonspam,0.000000
54729,1,24,nonspam,0.000000
54737,14,27,nonspam,0.000000
54769,10,27,nonspam,0.000000
54777,1,18,nonspam,0.000000
54789,1,25,nonspam,0.000000
54794,50,30,nonspam,0.000000
54816,3,20,nonspam,0.000000
54889,4280,19,nonspam,0.000000
54892,248,28,nonspam,0.000000
54904,5,26,nonspam,0.000000
54950,124,21,nonspam,0.000000
54953,1,18,nonspam,0.000000
54966,82,23,nonspam,0.000000
55004,5,31,nonspam,0.000000
55014,1,14,nonspam,0.000000
55024,3,17,nonspam,0.000000
55026,21,30,nonspam,0.000000
55063,63,21,nonspam,0.000000
55067,48,19,nonspam,0.000000
55073,9,25,nonspam,0.000000
55113,13,29,nonspam,0.000000
55128,147,38,nonspam,0.000000
55163,89,22,nonspam,0.000000
55169,41,31,nonspam,0.000000
55208,5,20,nonspam,0.000000
55224,164,20,nonspam,0.000000
55304,15,26,nonspam,0.000000
55330,1,24,nonspam,0.000000
55422,35,20,nonspam,0.000000
55431,8,23,nonspam,0.000000
55441,39190,20,spam,1.000000
55466,2160,13,nonspam,0.000000
55471,11,14,nonspam,0.000000
55503,33,19,nonspam,0.000000
55506,573,15,nonspam,0.000000
55530,109,27,nonspam,0.000000
55594,48,17,nonspam,0.000000
55607,325,17,nonspam,0.000000
55614,900,24,nonspam,0.000000
55616,31,22,nonspam,0.000000
55618,3,28,nonspam,0.000000
55622,1,20,nonspam,0.000000
55632,13,29,nonspam,0.000000
55685,354,15,nonspam,0.000000
55697,38,26,nonspam,0.000000
55706,18,21,nonspam,0.000000
55716,15,25,nonspam,0.000000
55760,15,30,nonspam,0.000000
55781,17,25,nonspam,0.000000
55785,43,24,nonspam,0.000000
55796,9,21,nonspam,0.000000
55817,1,26,nonspam,0.000000
55832,27,22,nonspam,0.000000
55853,14,19,nonspam,0.250000
55867,953,17,nonspam,0.000000
55872,34,26,nonspam,0.000000
55876,132,20,nonspam,0.250000
55888,26,24,nonspam,0.000000
55921,9,29,nonspam,0.000000
55936,458,24,nonspam,0.000000
55951,1,24,spam,1.000000
55977,194,23,nonspam,0.000000
55997,1,25,nonspam,0.000000
56017,1,17,nonspam,0.000000
56036,164,23,nonspam,0.000000
56088,26,21,nonspam,0.000000
56095,1,23,nonspam,0.000000
56103,4,28,nonspam,0.000000
56111,18,17,nonspam,0.000000
56133,1,27,nonspam,0.000000
56207,26,30,nonspam,0.000000
56222,52,33,nonspam,0.000000
56226,188,17,nonspam,0.000000
56277,6,26,nonspam,0.000000
56291,5,27,nonspam,0.000000
56300,5,29,nonspam,0.000000
56304,19,27,nonspam,0.000000
56343,9,36,nonspam,0.000000
56362,1,24,nonspam,0.000000
56390,30,28,nonspam,0.000000
56398,1,28,nonspam,0.142857
56407,20,26,nonspam,0.000000
56437,5,27,nonspam,0.000000
56465,32,32,nonspam,0.000000
56476,179,33,spam,1.000000
56502,246,20,nonspam,0.000000
56505,4,43,nonspam,0.000000
56524,1465,15,nonspam,0.000000
56554,10,27,nonspam,0.000000
56608,64,21,nonspam,0.000000
56639,846,24,nonspam,0.000000
56652,84,25,nonspam,0.000000
56665,2,17,nonspam,0.000000
56673,1,21,nonspam,0.000000
56712,137,26,nonspam,0.000000
56730,1,19,nonspam,0.000000
56748,886,17,nonspam,0.000000
56776,56,19,nonspam,0.000000
56939,2,14,nonspam,0.000000
56948,6979,15,nonspam,0.000000
56952,37,14,spam,1.000000
57002,3677,17,nonspam,0.000000
57065,1,26,nonspam,0.000000
57087,6,25,nonspam,0.000000
57149,6,26,nonspam,0.000000
57156,426,21,nonspam,0.000000
57170,9,25,nonspam,0.000000
57202,603,24,nonspam,0.000000
57241,1,21,nonspam,0.250000
57311,1,27,nonspam,0.000000
57312,4,18,nonspam,0.000000
57330,27,16,nonspam,0.000000
57337,267,19,nonspam,0.000000
57345,5,26,nonspam,0.000000
57357,78,24,nonspam,0.000000
57432,1,29,nonspam,0.000000
57522,2,26,nonspam,0.000000
57610,113,20,nonspam,0.000000
57641,23,20,nonspam,0.000000
57664,1,34,nonspam,0.000000
57731,102,24,nonspam,0.000000
57785,5,35,spam,1.000000
57830,19,14,nonspam,0.000000
57900,11,27,nonspam,0.000000
57934,43,14,nonspam,0.000000
57994,34,23,nonspam,0.000000
58025,25,14,nonspam,0.000000
58068,1172,23,nonspam,0.000000
58091,1,21,nonspam,0.000000
58157,1,24,nonspam,0.000000
58186,1,35,nonspam,0.000000
58224,1730,19,nonspam,0.250000
58245,171,24,nonspam,0.000000
58266,3,23,nonspam,0.000000
58276,1,21,nonspam,0.000000
58320,18,29,nonspam,0.000000
58323,37,26,nonspam,0.000000
58354,22,21,nonspam,0.000000
58400,3,18,nonspam,0.000000
58405,1,29,nonspam,0.000000
58443,56,24,nonspam,0.000000
58450,16,15,nonspam,0.000000
58554,6,26,nonspam,0.000000
58625,4,21,nonspam,0.000000
58627,113,20,nonspam,0.000000
58698,1,22,nonspam,0.000000
58716,139,22,nonspam,0.000000
58773,6,38,nonspam,0.000000
58778,134,24,nonspam,0.250000
58790,5,31,spam,1.000000
58791,5,37,nonspam,0.000000
58799,7,25,nonspam,0.000000
58862,20,29,nonspam,0.000000
58906,4,22,nonspam,0.000000
58925,7,29,nonspam,0.000000
58948,26,26,nonspam,0.000000
59001,65,18,nonspam,0.000000
59024,61,23,nonspam,0.000000
59034,11,26,nonspam,0.000000
59082,1,27,nonspam,0.000000
59085,259,20,nonspam,0.250000
59107,3,30,nonspam,0.000000
59113,4,22,nonspam,0.000000
59122,24,29,nonspam,0.000000
59299,8,25,nonspam,0.000000
59322,14,23,nonspam,0.083333
59332,1,23,nonspam,0.000000
59340,158,25,nonspam,0.000000
59351,9,21,nonspam,0.000000
59356,40,22,nonspam,0.000000
59409,12,20,nonspam,0.000000
59410,7395,19,nonspam,0.214286
59424,7,27,nonspam,0.000000
59452,72,20,nonspam,0.000000
59528,39,24,nonspam,0.000000
59589,47,22,nonspam,0.000000
59594,37626,21,nonspam,0.000000
59601,5,17,spam,0.750000
59603,17,26,nonspam,0.000000
59613,5,19,nonspam,0.250000
59669,10,22,nonspam,0.000000
59701,13,24,nonspam,0.000000
59735,2104,17,nonspam,0.000000
59746,8,18,nonspam,0.000000
59755,27,23,nonspam,0.000000
59758,13,23,nonspam,0.000000
59775,5,26,nonspam,0.000000
59782,119,14,nonspam,0.000000
59789,5,14,nonspam,0.000000
59824,5,25,nonspam,0.000000
59828,4,23,nonspam,0.000000
59851,154,16,nonspam,0.000000
59865,19,19,nonspam,0.375000
59912,35,14,nonspam,0.000000
59950,563,26,nonspam,0.000000
59968,5,21,spam,0.833333
59999,1,21,nonspam,0.000000
60069,1,38,nonspam,0.000000
60071,101,25,nonspam,0.000000
60079,21,25,nonspam,0.000000
60113,26,24,nonspam,0.000000
60141,56,27,nonspam,0.000000
60157,356,25,nonspam,0.000000
60191,26,19,nonspam,0.000000
60193,671,18,nonspam,0.000000
60197,111,21,nonspam,0.000000
60222,1,29,nonspam,0.000000
60276,67,19,nonspam,0.000000
60318,43,22,nonspam,0.000000
60342,23,26,nonspam,0.000000
60349,10,18,nonspam,0.000000
60367,9,26,nonspam,0.000000
60386,1,34,nonspam,0.000000
60396,64,19,nonspam,0.000000
60399,413,24,nonspam,0.000000
60413,26,13,nonspam,0.000000
60416,190,17,spam,1.000000
60441,7,15,nonspam,0.000000
60461,68,14,nonspam,0.000000
60480,155,15,nonspam,0.000000
60524,1,27,nonspam,0.000000
60611,59,14,nonspam,0.250000
60619,8,18,nonspam,0.000000
60624,96,22,nonspam,0.000000
60629,31,14,nonspam,0.000000
60636,180,21,nonspam,0.000000
60695,7484,31,nonspam,0.000000
60721,650,15,nonspam,0.000000
60756,111,15,nonspam,0.000000
60771,5,17,nonspam,0.000000
60786,5,13,nonspam,0.000000
60793,22,17,nonspam,0.000000
60837,96,19,nonspam,0.000000
60854,14,26,nonspam,0.000000
60870,71,28,nonspam,0.000000
60871,101,27,nonspam,0.000000
60872,1,18,nonspam,0.250000
60887,4,21,nonspam,0.000000
60911,1,18,nonspam,0.000000
60946,850,13,nonspam,0.000000
60966,1613,20,nonspam,0.000000
60970,113,17,nonspam,0.000000
60995,3758,15,nonspam,0.000000
61002,57,21,nonspam,0.000000
61030,647,16,nonspam,0.000000
61033,16,20,nonspam,0.000000
61038,22,19,nonspam,0.000000
61063,257,19,nonspam,0.250000
61176,328,19,nonspam,0.000000
61219,374,14,nonspam,0.000000
61233,19,15,nonspam,0.000000
61246,15,22,nonspam,0.000000
61277,68,26,nonspam,0.000000
61297,1,15,nonspam,0.000000
61323,271,23,nonspam,0.000000
61352,1,22,nonspam,0.000000
61355,11,18,nonspam,0.000000
61368,1,15,nonspam,0.000000
61400,34,16,nonspam,0.000000
61466,16,21,nonspam,0.000000
61522,95,16,nonspam,0.000000
61601,9,18,nonspam,0.000000
61605,1,21,nonspam,0.000000
61635,5,19,nonspam,0.000000
61675,258,25,nonspam,0.000000
61683,1,25,nonspam,0.250000
61732,104,21,nonspam,0.000000
61748,6,20,nonspam,0.000000
61776,55,15,nonspam,0.000000
61834,1,28,nonspam,0.000000
61838,83,20,nonspam,0.000000
61852,4,25,nonspam,0.000000
61868,4,35,nonspam,0.000000
61936,61,23,nonspam,0.000000
61954,430,21,nonspam,0.000000
61963,16,35,nonspam,0.000000
61970,12,15,nonspam,0.000000
61979,6,28,nonspam,0.000000
61991,28,30,nonspam,0.000000
62099,188,27,nonspam,0.000000
62118,10,22,nonspam,0.000000
62245,17,19,nonspam,0.000000
62246,49,18,nonspam,0.000000
62303,108,23,nonspam,0.000000
62433,1,26,spam,1.000000
62437,6,15,nonspam,0.000000
62470,296,14,nonspam,0.000000
62483,21,29,nonspam,0.000000
62535,422,18,nonspam,0.000000
62562,26,21,nonspam,0.000000
62575,439,13,nonspam,0.000000
62580,140,23,nonspam,0.000000
62612,4989,20,nonspam,0.000000
62613,20,20,nonspam,0.000000
62679,8,23,nonspam,0.000000
62685,6,26,nonspam,0.000000
62782,57,15,nonspam,0.000000
62838,2710,21,nonspam,0.000000
63060,48,14,nonspam,0.000000
63102,225,22,nonspam,0.000000
63132,253,27,nonspam,0.250000
63163,1,24,nonspam,0.000000
63185,1,21,nonspam,0.000000
63194,8,17,nonspam,0.000000
63309,464,19,nonspam,0.000000
63314,9,22,spam,1.000000
63343,3,22,nonspam,0.000000
63344,1,28,nonspam,0.000000
63381,1,34,nonspam,0.000000
63499,57,27,nonspam,0.000000
63520,43,15,nonspam,0.000000
63534,1,21,nonspam,0.000000
63544,40,19,nonspam,0.000000
63564,24,18,nonspam,0.000000
63626,180,15,nonspam,0.000000
63699,63,25,nonspam,0.000000
63733,50,20,nonspam,0.000000
63734,6,18,nonspam,0.000000
63743,23,18,nonspam,0.000000
63745,207,15,nonspam,0.000000
63771,44,26,nonspam,0.000000
63877,243,16,nonspam,0.000000
63891,34,16,nonspam,0.250000
63914,1,21,nonspam,0.000000
63928,84,24,nonspam,0.000000
63963,212,15,nonspam,0.000000
63991,8,22,nonspam,0.214286
64018,49,19,nonspam,0.000000
64032,952,17,nonspam,0.000000
64038,39,18,nonspam,0.000000
64066,286,19,nonspam,0.000000
64081,8,17,nonspam,0.000000
64090,302,20,nonspam,0.187500
64095,39895,13,spam,1.000000
64109,6,21,nonspam,0.000000
64110,12,14,nonspam,0.000000
64131,82,24,nonspam,0.000000
64194,9,23,nonspam,0.000000
64198,1,24,nonspam,0.000000
64244,1,24,nonspam,0.000000
64245,24,26,nonspam,0.000000
64328,10,19,nonspam,0.000000
64335,1,21,spam,1.000000
64359,16,19,nonspam,0.000000
64360,16,24,nonspam,0.000000
64372,32,32,nonspam,0.000000
64376,16,18,nonspam,0.000000
64382,4,19,nonspam,0.000000
64418,6,28,nonspam,0.000000
64430,245,18,nonspam,0.000000
64494,21,23,nonspam,0.000000
64498,2,35,nonspam,0.000000
64508,1,18,nonspam,0.000000
64534,7,25,nonspam,0.000000
64537,5,23,nonspam,0.000000
64619,343,23,nonspam,0.000000
64629,131,13,nonspam,0.000000
64640,9,23,spam,0.833333
64679,60,20,nonspam,0.000000
64697,1,15,nonspam,0.000000
64709,6,21,nonspam,0.000000
64723,5,26,nonspam,0.000000
64739,16,14,nonspam,0.000000
64751,814,22,spam,1.000000
64822,130,32,nonspam,0.000000
64828,7,25,nonspam,0.000000
64831,98,27,nonspam,0.000000
64868,118,22,nonspam,0.000000
64895,15,19,nonspam,0.000000
64900,29,22,nonspam,0.000000
64953,1,23,spam,1.000000
64963,1,22,nonspam,0.000000
64978,60,19,nonspam,0.000000
65013,77,22,nonspam,0.000000
65083,21,20,nonspam,0.000000
65122,30,20,nonspam,0.000000
65125,1,21,nonspam,0.000000
65147,43,22,nonspam,0.000000
65173,26,21,nonspam,0.000000
65212,11,19,nonspam,0.000000
65241,86,28,nonspam,0.000000
65244,13921,25,nonspam,0.000000
65279,209,15,nonspam,0.300000
65284,1,15,nonspam,0.000000
65320,43,14,nonspam,0.000000
65321,2,17,nonspam,0.000000
65359,7,19,nonspam,0.000000
65446,41,28,nonspam,0.000000
65507,2,21,nonspam,0.000000
65518,753,14,nonspam,0.000000
65540,1,25,nonspam,0.000000
65565,100,16,nonspam,0.000000
65581,54,20,nonspam,0.000000
65599,12,27,nonspam,0.000000
65640,8,23,nonspam,0.250000
65708,50,17,nonspam,0.000000
65724,14,21,nonspam,0.000000
65753,75,23,nonspam,0.000000
65800,57,31,nonspam,0.000000
65835,183,31,nonspam,0.000000
65914,768,22,nonspam,0.000000
65952,1,14,nonspam,0.000000
65959,23,27,nonspam,0.250000
65972,82,15,nonspam,0.250000
65999,4,37,nonspam,0.000000
66093,11,21,nonspam,0.250000
66156,11,18,nonspam,0.000000
66178,26379,27,nonspam,0.000000
66183,1,22,spam,1.000000
66188,4,33,nonspam,0.000000
66312,1,18,nonspam,0.000000
66391,4,29,nonspam,0.000000
66408,6,24,nonspam,0.000000
66432,19,21,nonspam,0.000000
66495,1832,25,nonspam,0.000000
66516,22,32,nonspam,0.000000
66584,11,21,nonspam,0.000000
66589,1,18,nonspam,0.000000
66606,25,20,nonspam,0.166667
66685,2,28,nonspam,0.000000
66689,1,26,nonspam,0.000000
66704,966,27,nonspam,0.333333
66721,37115,23,nonspam,0.000000
66730,34,22,nonspam,0.000000
66745,20,15,nonspam,0.000000
66824,333,22,spam,0.750000
66838,49999,17,spam,0.750000
66873,133,16,nonspam,0.000000
66889,2614,19,spam,1.000000
66917,7,24,spam,1.000000
66923,8,24,nonspam,0.000000
66933,68,22,nonspam,0.250000
66957,276,17,nonspam,0.000000
66982,1,20,nonspam,0.000000
66987,10,16,nonspam,0.250000
67009,527,15,nonspam,0.000000
67013,12,22,nonspam,0.000000
67025,1,22,nonspam,0.000000
67039,7135,24,nonspam,0.250000
67042,4,27,nonspam,0.000000
67101,24,25,nonspam,0.000000
67142,74,30,nonspam,0.000000
67174,67,21,nonspam,0.000000
67177,1069,14,nonspam,0.000000
67285,28,30,nonspam,0.062500
67300,4,28,nonspam,0.000000
67320,28,20,nonspam,0.000000
67354,72,19,nonspam,0.000000
67357,2,19,nonspam,0.000000
67361,1,28,nonspam,0.000000
67390,11,26,nonspam,0.000000
67413,86,22,nonspam,0.000000
67431,11,23,nonspam,0.000000
67434,3142,26,nonspam,0.000000
67469,14,22,nonspam,0.000000
67483,1,22,nonspam,0.000000
67517,360,19,nonspam,0.000000
67526,762,21,nonspam,0.250000
67539,114,23,nonspam,0.000000
67541,9,27,nonspam,0.000000
67543,40649,19,nonspam,0.000000
67576,4,25,nonspam,0.000000
67586,4,27,nonspam,0.000000
67599,16,32,nonspam,0.000000
67602,1,24,nonspam,0.000000
67691,1,23,nonspam,0.000000
67705,5,27,nonspam,0.000000
67722,189,22,nonspam,0.000000
67744,32,21,nonspam,0.000000
67756,61,15,nonspam,0.000000
67758,48,19,nonspam,0.000000
67836,5,22,nonspam,0.000000
67837,3,24,nonspam,0.000000
67844,36,25,nonspam,0.000000
67888,49,18,nonspam,0.000000
67906,7,25,nonspam,0.000000
67930,32,18,nonspam,0.000000
67940,1,18,nonspam,0.250000
67954,1,26,nonspam,0.000000
67994,145,19,nonspam,0.000000
68045,2089,21,nonspam,0.000000
68049,760,14,nonspam,0.000000
68060,1,22,nonspam,0.000000
68073,27,24,nonspam,0.000000
68161,2,22,nonspam,0.000000
68165,51,34,nonspam,0.000000
68169,199,35,nonspam,0.000000
68172,4,18,nonspam,0.000000
68187,1,31,nonspam,0.000000
68208,34,34,nonspam,0.000000
68224,47,28,nonspam,0.000000
68228,23,25,nonspam,0.000000
68244,39,23,nonspam,0.000000
68295,35,29,nonspam,0.000000
68419,1672,24,nonspam,0.000000
68435,146,25,nonspam,0.250000
68443,1,29,spam,1.000000
68450,12,33,nonspam,0.250000
68487,2963,24,nonspam,0.000000
68585,1650,26,nonspam,0.250000
68608,7222,28,nonspam,0.000000
68721,486,24,nonspam,0.000000
68753,14,30,nonspam,0.250000
68795,6,24,nonspam,0.000000
68812,25,19,nonspam,0.000000
68815,15,19,nonspam,0.000000
68818,1,18,spam,1.000000
68840,12,21,nonspam,0.000000
68886,425,14,nonspam,0.000000
68906,31,21,nonspam,0.000000
68941,3,18,nonspam,0.000000
68966,38482,17,nonspam,0.000000
69007,44,25,nonspam,0.000000
69017,1,17,nonspam,0.000000
69036,1119,21,nonspam,0.000000
69083,2,22,nonspam,0.000000
69094,113,20,nonspam,0.000000
