@relation '.\\uk-2007-05.link_based_features.csv'

@attribute eq_hp_mp numeric
@attribute assortativity_hp numeric
@attribute assortativity_mp numeric
@attribute avgin_of_out_hp numeric
@attribute avgin_of_out_mp numeric
@attribute avgout_of_in_hp numeric
@attribute avgout_of_in_mp numeric
@attribute indegree_hp numeric
@attribute indegree_mp numeric
@attribute neighbors_2_hp numeric
@attribute neighbors_2_mp numeric
@attribute neighbors_3_hp numeric
@attribute neighbors_3_mp numeric
@attribute neighbors_4_hp numeric
@attribute neighbors_4_mp numeric
@attribute outdegree_hp numeric
@attribute outdegree_mp numeric
@attribute pagerank_hp numeric
@attribute pagerank_mp numeric
@attribute prsigma_hp numeric
@attribute prsigma_mp numeric
@attribute reciprocity_hp numeric
@attribute reciprocity_mp numeric
@attribute siteneighbors_1_hp numeric
@attribute siteneighbors_1_mp numeric
@attribute siteneighbors_2_hp numeric
@attribute siteneighbors_2_mp numeric
@attribute siteneighbors_3_hp numeric
@attribute siteneighbors_3_mp numeric
@attribute siteneighbors_4_hp numeric
@attribute siteneighbors_4_mp numeric
@attribute truncatedpagerank_1_hp numeric
@attribute truncatedpagerank_1_mp numeric
@attribute truncatedpagerank_2_hp numeric
@attribute truncatedpagerank_2_mp numeric
@attribute truncatedpagerank_3_hp numeric
@attribute truncatedpagerank_3_mp numeric
@attribute truncatedpagerank_4_hp numeric
@attribute truncatedpagerank_4_mp numeric
@attribute trustrank_hp numeric
@attribute trustrank_mp numeric
@attribute class {spam,nonspam}

@data
1,0.432793,0.432793,255.142853,255.142853,58.978722,58.978722,47,47,813,813,2714,2714,79348,79348,7,7,0,0,0.476389,0.476389,0.857143,0.857143,17,17,16,16,265,265,446,446,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.290865,0.290865,0,0,31.545454,31.545454,11,11,83,83,553,553,4311,4311,0,0,0,0,0.303408,0.303408,1,1,5,5,10,10,36,36,82,82,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.42,0.42,12.444445,12.444445,44.75,44.75,20,20,331,331,2016,2016,45891,45891,8,8,0,0,0.534135,0.534135,1,1,3,3,11,11,265,265,427,427,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.330275,0.330275,1,1,23.875,23.875,8,8,38,38,1327,1327,7642,7642,1,1,0,0,0.171895,0.171895,1,1,4,4,11,11,84,84,172,172,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.945338,1.28972,10.5,8,15.076923,8.545455,13,11,25,15,213,25,8614,213,8,10,0,0,0.539509,0.315937,0.875,1,3,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.109184,4.241338,1792.387085,21.586206,273.372101,11.371428,86,70,3933,138,4190,3933,46483,3630,30,28,0,0,0.527625,0.534221,0.774194,1,5,1,12,10,12,12,29,12,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.407643,1.014248,2.5,32,15,33.030304,6,33,46,30,188,32,38739,40,2,32,0,0,0.220079,0.04887,0,1,4,1,7,1,7,1,7,7,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.196078,0.196078,1,1,13.75,13.75,4,4,41,41,113,113,3721,3721,1,1,0,0,1.375038,1.375038,1,1,3,3,4,4,46,46,212,212,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.447368,1.310782,18.454546,16,37.142857,11.789474,7,19,109,19,371,109,11124,371,11,10,0,0,0.265168,0.36155,0.090909,1,3,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.158481,0.881881,163.882355,161.058823,179.259262,17.395834,27,48,3493,69,68138,3493,104972,95081,17,16,0,0,0.415141,0.633299,0,0.941176,10,1,15,15,20,20,39,20,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.418301,0.418301,1.333333,1.333333,24.200001,24.200001,5,5,14,14,609,609,34723,34723,3,3,0,0,0.095339,0.095339,0,0,3,3,6,6,6,6,22,22,0,0,0,0,0,0,0,0,0,0,nonspam
1,8.666667,8.666667,44.75,44.75,8.376068,8.376068,117,117,141,141,503,503,27946,27946,11,11,0,0,0.248961,0.248961,0.833333,0.833333,4,4,6,6,6,6,10,10,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.830485,0.830485,20.842106,20.842106,26,26,25,25,397,397,33849,33849,192838,192838,18,18,0,0,0.57938,0.57938,0.947368,0.947368,3,3,5,5,331,331,407,407,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.920758,2.920758,43.090908,43.090908,91.577911,91.577911,507,507,18955,18955,96418,96418,217543,217543,21,21,0.000001,0.000001,0.679638,0.679638,0.954545,0.954545,17,17,29,29,211,211,392,392,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
1,8.828059,8.828059,276.916656,276.916656,20.944281,20.944281,341,341,1662,1662,80941,80941,117118,117118,11,11,0,0,0.402038,0.402038,1,1,10,10,18,18,61,61,154,154,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.533632,1.533632,49.333332,49.333332,46.369564,46.369564,92,92,364,364,46279,46279,149404,149404,20,20,0,0,0.448989,0.448989,1,1,10,10,13,13,20,20,161,161,0,0,0,0,0,0,0,0,0,0,nonspam
0,11.436333,28.999506,16849.455078,1685,31.561375,31.394125,1833,1804,3557,1747,78344,22541,635963,104101,11,14,0.000001,0.000001,0.299236,0.270634,0.181818,0.933333,17,1,40,12,211,44,675,77,0.000001,0.000002,0.000001,0.000002,0.000001,0.000002,0.000001,0.000002,0,0,nonspam
0,0.28655,1.679138,0,233.363632,72.942856,90.283737,35,289,1796,290,3722,310,35451,831,0,10,0,0,0.499255,0.435576,1,1,17,4,21,8,96,9,322,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,1,1,5.142857,5.142857,7,7,6,6,6,6,6,6,6,6,6,6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.515818,1.515818,9.555555,9.555555,19.392857,19.392857,28,28,79,79,575,575,47658,47658,8,8,0,0,0.571785,0.571785,1,1,4,4,6,6,6,6,30,30,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.071429,0.071429,0,0,10,10,1,1,6,6,238,238,2155,2155,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.875,0.875,1.333333,1.333333,8,8,4,4,12,12,23,23,436,436,3,3,0,0,0.101256,0.101256,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.5,0.5,0,0,12.125,12.125,8,8,32,32,163,163,1086,1086,0,0,0,0,0.104895,0.104895,1,1,5,5,8,8,9,9,24,24,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.117647,0.5,1,0,25,1,1,1,9,2,100,10,523,102,1,0,0,0,0,0,0,1,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,spam
1,1.030264,1.030264,20.888889,20.888889,33.354839,33.354839,31,31,86,86,5429,5429,44196,44196,17,17,0,0,0.436686,0.436686,1,1,4,4,7,7,51,51,356,356,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.128,7.3125,5,1,29,1,3,5,29,9,101,35,275,109,1,8,0,0,0.41445,0.009859,0,0.5,3,1,3,4,3,4,62,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.046415,0.046415,8.888889,8.888889,25.318182,25.318182,22,22,8108,8108,9253,9253,37014,37014,8,8,0,0,1.822308,1.822308,1,1,10,10,16,16,106,106,233,233,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.197531,13.320988,0,2.903226,17,3.365385,4,52,11,52,319,52,5971,52,0,31,0,0,0.047866,0.150492,1,1,3,1,4,1,4,1,43,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.128,0.128,0,0,28.5,28.5,4,4,12,12,436,436,26059,26059,0,0,0,0,0.097603,0.097603,1,1,4,4,4,4,5,5,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,7.641006,7.641006,53.888889,53.888889,39.544628,39.544628,549,549,633,633,663,663,1712,1712,53,53,0,0,0.061207,0.061207,0.981481,0.981481,1,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,spam
1,0.13263,0.13263,84,84,51.285713,51.285713,7,7,238,238,451,451,2103,2103,7,7,0,0,0.379215,0.379215,0.625,0.625,3,3,14,14,14,14,219,219,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.05113,1.05113,5784.5,5784.5,9.86747,9.86747,249,249,1406,1406,4311,4311,61215,61215,9,9,0,0,0.234448,0.234448,0.5,0.5,10,10,21,21,84,84,178,178,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.142857,3.135922,0,0.5,54.599998,3.1875,5,16,17,28,87,35,35451,39,0,1,0,0,0.056193,0.217385,1,1,3,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,4.667918,4.667918,674.647034,674.647034,12.233334,12.233334,270,270,2095,2095,18174,18174,124699,124699,17,17,0.000001,0.000001,0.394427,0.394427,0.823529,0.823529,17,17,48,48,152,152,347,347,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
0,0.177732,30.001556,2008.208374,7.404531,59.845238,10.33119,84,311,2284,339,4696,339,52053,339,23,309,0,0,0.188657,0.168977,0.583333,1,10,1,13,1,24,1,70,1,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
1,0.378947,0.378947,1,1,21.25,21.25,4,4,8,8,363,363,38472,38472,2,2,0,0,0.044984,0.044984,0,0,3,3,3,3,3,3,20,20,0,0,0,0,0,0,0,0,0,0,spam
1,0.614754,0.614754,0,0,39.933334,39.933334,30,30,222,222,12714,12714,64120,64120,0,0,0,0,0.295686,0.295686,1,1,17,17,19,19,45,45,154,154,0,0,0,0,0,0,0,0,0,0,nonspam
0,2.405941,2.92268,1,7,7.88,4.714286,25,21,49,39,106,44,1520,50,2,6,0,0,0.244783,0.194076,0,1,4,1,4,1,4,4,7,4,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.410915,1.65678,16,13.333333,30.700001,6.6875,10,16,158,31,15679,185,90946,15679,6,5,0,0,0.281565,0.388006,0,1,6,1,7,8,7,8,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.847707,1.847707,301.839996,301.839996,29.680555,29.680555,144,144,873,873,150417,150417,635963,635963,24,24,0,0,0.655353,0.655353,0.08,0.08,17,17,24,24,397,397,1329,1329,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.279368,12.139606,62,5.177419,21.873417,5.333333,79,63,2479,74,26590,2479,118456,26590,2,62,0,0,0.504566,0.083199,0.5,0.983871,5,2,16,6,177,22,427,229,0,0,0,0,0,0,0,0,0,0,nonspam
1,7.953812,7.953812,1135.357178,1135.357178,85.224472,85.224472,1283,1283,5590,5590,5590,5590,6506,6506,83,83,0,0,0.515416,0.515416,1,1,5,5,7,7,22,22,48,48,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.776978,0.776978,19.714285,19.714285,19.6875,19.6875,16,16,86,86,2161,2161,95316,95316,6,6,0,0,0.348927,0.348927,0.857143,0.857143,7,7,14,14,56,56,70,70,0,0,0,0,0,0,0,0,0,0,nonspam
1,449.32251,449.32251,1,1,41.262901,41.262901,35641,35641,28585,28585,44995,44995,46145,46145,1,1,0.000013,0.000013,0.273355,0.273355,1,1,3,3,5,5,5,5,5,5,0.000015,0.000015,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000003,0.000003,nonspam
0,0.953642,1.257764,10.333333,9.461538,13,12.076923,11,13,14,16,21,34,50,833,11,12,0,0,0.000609,0.02401,1,0.923077,1,3,4,4,4,4,4,10,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.408799,2.408799,100.942856,100.942856,34.96748,34.96748,123,123,238,238,6821,6821,26922,26922,34,34,0,0,0.601403,0.601403,0.971429,0.971429,17,17,14,14,42,42,373,373,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.052966,0.004628,10,6643.625,36.25,8.3,4,10,142,16,189,177,1027,238,1,7,0,0,1.113041,0.14251,0,0.75,1,1,2,3,23,5,104,27,0,0,0,0,0,0,0,0,0,0,nonspam
1,5.391892,5.391892,289.066681,289.066681,34.148148,34.148148,351,351,1185,1185,23273,23273,141845,141845,14,14,0,0,0.584687,0.584687,0.933333,0.933333,10,10,17,17,73,73,184,184,0,0,0,0,0,0,0,0,0.000049,0.000049,nonspam
1,0.403226,0.403226,1,1,16,16,2,2,5,5,36,36,42705,42705,3,3,0,0,1.652788,1.652788,0,0,2,2,2,2,2,2,16,16,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.268313,0.268313,1863.333374,1863.333374,47.20253,47.20253,79,79,219,219,6445,6445,23268,23268,11,11,0,0,0.369942,0.369942,0.5,0.5,2,2,3,3,9,9,392,392,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.932039,0.932039,2.25,2.25,11.545455,11.545455,11,11,55,55,698,698,53679,53679,3,3,0,0,0.344711,0.344711,1,1,4,4,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.058824,0.058824,0,0,13,13,1,1,5,5,22,22,189,189,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,spam
1,1.039237,1.039237,13.714286,13.714286,20.851852,20.851852,27,27,182,182,778,778,11651,11651,6,6,0,0,0.310783,0.310783,1,1,5,5,11,11,11,11,114,114,0,0,0,0,0,0,0,0,0.000061,0.000061,nonspam
0,0.953846,1.054054,9.888889,10.727273,22.190475,11.083333,21,12,122,23,1233,122,9128,1233,8,10,0,0,0.441553,0.117187,1,1,6,1,12,12,25,12,48,25,0,0,0,0,0,0,0,0,0,0,nonspam
1,3.400966,3.400966,2.818182,2.818182,5.619048,5.619048,21,21,53,53,364,364,2663,2663,11,11,0,0,0.086002,0.086002,0.909091,0.909091,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,nonspam
1,3.940974,3.940974,20.777779,20.777779,19.677084,19.677084,96,96,312,312,48152,48152,113886,113886,8,8,0,0,0.467058,0.467058,1,1,10,10,35,35,81,81,283,283,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.727273,1.052632,9,8.8,28.125,9.111111,16,9,39,18,1005,39,10391,1005,9,9,0,0,0.311068,0.000055,1,1,5,1,7,7,7,7,11,7,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.231579,1.231579,12,12,14.555555,14.555555,18,18,28,28,47,47,789,789,8,8,0,0,0.398445,0.398445,1,1,4,4,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.058228,1.058228,12.3125,12.3125,20.380953,20.380953,21,21,135,135,634,634,8042,8042,15,15,0,0,0.360952,0.360952,1,1,4,4,11,11,25,25,36,36,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.679245,6.391304,1,1.947368,4.75,11.5,4,2,11,4,83,7,465,13,2,19,0,0,0.036568,0,0,0,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.945811,1.993247,62.166668,55.900002,23.527779,23.375,72,72,74,74,89,74,131,89,17,19,0,0,0.404622,0.403109,1,1,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.047904,0.047904,197,197,41,41,3,3,15,15,18,18,862,862,1,1,0,0,0.007225,0.007225,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.284444,0.372054,11,64.666664,21,8.181818,7,11,53,19,222,67,4094,227,1,6,0,0,0.15477,0.136844,0,0.666667,4,1,4,5,4,5,24,5,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.333333,1.333333,22.173914,22.173914,22.966667,22.966667,30,30,53,53,243,243,37111,37111,22,22,0,0,0.290322,0.290322,0.956522,0.956522,4,4,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.087652,0.087652,224.777771,224.777771,64.85714,64.85714,14,14,925,925,2062,2062,33649,33649,9,9,0,0,0.591073,0.591073,0.888889,0.888889,5,5,8,8,111,111,309,309,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.033371,2.12497,63.754387,55.375,48.827587,73.150002,58,260,420,341,501,2477,2988,31267,56,47,0,0,0.284033,0.70512,0.929825,1,4,2,7,14,26,15,145,35,0,0,0,0,0,0,0,0,0,0,spam
1,1.90302,1.90302,180.080002,180.080002,62.895569,62.895569,316,316,31672,31672,62349,62349,272555,272555,49,49,0,0,0.687262,0.687262,0.88,0.88,17,17,48,48,226,226,797,797,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.000181,0.000181,49667,49667,1,1,2,2,5,5,28391,28391,101113,101113,1,1,0,0,0.015987,0.015987,0,0,1,1,1,1,1,1,64,64,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.298981,2.911848,159,154.03125,24.923077,32.937107,13,159,203,165,1190,406,74987,1256,32,31,0,0,0.173602,0.901917,0,1,8,1,11,12,14,12,70,15,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.865747,0.865747,8.571428,8.571428,26,26,22,22,64,64,2593,2593,36349,36349,6,6,0,0,0.320253,0.320253,1,1,5,5,8,8,30,30,407,407,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.359918,1.359918,20.045454,20.045454,27.029411,27.029411,34,34,54,54,55241,55241,100603,100603,21,21,0,0,0.370345,0.370345,1,1,8,8,13,13,15,15,82,82,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.807982,0.807982,14.75,14.75,25.714285,25.714285,28,28,264,264,3593,3593,56943,56943,7,7,0,0,0.339781,0.339781,1,1,5,5,8,8,12,12,67,67,0,0,0,0,0,0,0,0,0,0,nonspam
1,42.629192,42.629192,314.354828,314.354828,68.450836,68.450836,5838,5838,85172,85172,317980,317980,635963,635963,61,61,0.000004,0.000004,0.321659,0.321659,1,1,17,17,75,75,619,619,2482,2482,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000001,0.000001,nonspam
1,9.953504,9.953504,0,0,32.047268,32.047268,677,677,21305,21305,170346,170346,635963,635963,0,0,0,0,0.580785,0.580785,1,1,17,17,75,75,619,619,2482,2482,0,0,0,0,0,0,0,0,0,0,nonspam
1,7.896436,7.896436,30.272728,30.272728,7.931373,7.931373,102,102,117,117,349,349,10799,10799,10,10,0,0,0.403725,0.403725,1,1,5,5,8,8,8,8,28,28,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.505263,0.505263,4,4,18.5,18.5,8,8,27,27,1267,1267,26059,26059,4,4,0,0,0.324247,0.324247,1,1,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.346415,0.346415,253,253,9.958333,9.958333,24,24,1312,1312,8382,8382,15638,15638,8,8,0,0,0.996224,0.996224,0.777778,0.777778,4,4,16,16,45,45,324,324,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.157588,0.157588,0,0,46.777779,46.777779,9,9,81,81,4763,4763,73958,73958,0,0,0,0,0.798397,0.798397,1,1,4,4,6,6,26,26,70,70,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.01205,0.01205,0,0,835.5,835.5,20,20,8697,8697,14282,14282,58228,58228,0,0,0,0,0.030264,0.030264,1,1,2,2,2,2,2,2,26,26,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.148038,0.148038,0,0,35.700001,35.700001,20,20,1948,1948,56917,56917,109546,109546,0,0,0,0,1.408997,1.408997,1,1,10,10,13,13,292,292,486,486,0,0,0,0,0,0,0,0,0,0,nonspam
1,4.167302,4.167302,0,0,48.26923,48.26923,312,312,4112,4112,102208,102208,635963,635963,0,0,0,0,0.320971,0.320971,1,1,17,17,75,75,397,397,2482,2482,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.296097,1.633136,11,11.666667,291.079254,4.380952,164,21,22216,226,116348,22713,408833,142622,2,3,0,0,0.575508,0.366291,0,0.333333,17,3,75,75,619,111,2482,978,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.084211,0.084211,0,0,43.75,43.75,4,4,16,16,211,211,8453,8453,0,0,0,0,0.023983,0.023983,1,1,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0.000039,0.000039,nonspam
1,1.213094,1.213094,10.5,10.5,22.961538,22.961538,26,26,41,41,513,513,9253,9253,7,7,0,0,0.435999,0.435999,1,1,5,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0.000067,0.000067,nonspam
1,0.756757,0.756757,0.833333,0.833333,13.285714,13.285714,7,7,51,51,1912,1912,2026,2026,5,5,0,0,0.21191,0.21191,1,1,2,2,2,2,11,11,17,17,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.152566,1.152566,73.571426,73.571426,36.677967,36.677967,59,59,794,794,6709,6709,89450,89450,6,6,0,0,0.390439,0.390439,0.857143,0.857143,17,17,48,48,292,292,508,508,0,0,0,0,0,0,0,0,0.000001,0.000001,nonspam
1,0.495199,0.495199,0,0,28.526316,28.526316,19,19,165,165,7120,7120,16087,16087,0,0,0,0,0.521267,0.521267,1,1,4,4,6,6,16,16,476,476,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.125,4.571429,8,1.25,8,2.25,1,8,7,9,9,13,13,26,1,8,0,0,0,0.000154,1,1,1,1,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
0,10.866601,12.120576,40.333332,0,8.119719,6.066176,142,136,269,192,4959,274,54417,4959,11,0,0,0,0.196239,0.239507,0.916667,1,6,1,8,8,20,8,97,20,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.958175,0.958175,4.555555,4.555555,7.181818,7.181818,11,11,130,130,218,218,5156,5156,8,8,0,0,0.449406,0.449406,1,1,3,3,3,3,28,28,53,53,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.104034,1.079545,9,7.444445,61.333332,8.444445,6,9,83,15,1129,84,42489,1388,1,8,0,0,0.870612,0.071897,0,1,4,1,6,9,113,9,151,113,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.327385,0.327385,7.111111,7.111111,83.666664,83.666664,18,18,35,35,94,94,855,855,8,8,0,0,0.465806,0.465806,1,1,4,4,6,6,8,8,22,22,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.046863,16.876122,209,2.777778,125.400002,3.89011,10,91,1031,103,1390,349,47613,381,1,9,0,0,0.124211,0.251209,0,0.666667,8,1,11,1,14,1,29,11,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.187959,0.187959,46,46,45.266666,45.266666,15,15,578,578,3183,3183,43424,43424,1,1,0,0,0.210457,0.210457,0,0,4,4,9,9,9,9,33,33,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.584468,0.584468,60.454544,60.454544,20.537144,20.537144,175,175,39172,39172,50301,50301,122431,122431,10,10,0.000001,0.000001,1.47835,1.47835,1,1,9,9,48,48,111,111,410,410,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
0,0.666286,2376.088135,949.941162,29.708334,20.956835,3.833773,139,18180,17821,17821,17821,17821,19056,19056,33,23,0.000008,0.000039,2.987852,0.07751,0.970588,0.958333,3,1,7,7,8,8,9,9,0.000011,0.000027,0.000011,0.000025,0.000012,0.00002,0.000012,0.000019,0.000002,0.00001,nonspam
0,0.77027,0.285714,9.375,0,13.8,11,10,1,65,9,186,13,1746,65,7,0,0,0,0.11835,0,0.875,1,4,1,5,1,16,5,52,5,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.028902,4.182897,1,0,28,59.164474,4,456,436,410,1296,410,1769,436,1,0,0,0,0.338457,0.410337,0,1,3,1,3,1,3,3,29,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.891429,0.891429,0.8,0.8,29.950001,29.950001,20,20,78,78,564,564,68396,68396,4,4,0,0,0.083505,0.083505,0.4,0.4,6,6,11,11,58,58,116,116,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.567376,0.567376,2,2,17.285715,17.285715,7,7,16,16,1080,1080,34198,34198,3,3,0,0,0.344297,0.344297,0.666667,0.666667,4,4,5,5,5,5,23,23,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.142978,3.091876,0,162.258072,33.846153,41.276497,13,217,217,250,269,289,685,909,0,30,0,0,0.6397,0.385699,1,0.83871,1,1,4,8,8,10,13,13,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.436046,0.436046,3.2,3.2,30.222221,30.222221,9,9,35,35,141,141,250,250,4,4,0,0,0.392648,0.392648,1,1,3,3,3,3,5,5,9,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,8.619591,8.619591,150.041672,150.041672,19.429031,19.429031,310,310,1156,1156,1331,1331,46605,46605,23,23,0,0,0.512662,0.512662,1,1,4,4,6,6,6,6,59,59,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.179601,0.5625,1.5,0,18.4,3,5,3,390,9,955,428,13464,4417,4,0,0,0,1.208125,0.278194,0,1,4,2,15,7,62,20,119,65,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.377428,0.377428,6,6,60.875,60.875,16,16,51,51,43754,43754,53844,53844,6,6,0,0,0.376234,0.376234,1,1,5,5,11,11,11,11,59,59,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.481,0.481,114.173912,114.173912,22,22,22,22,440,440,13541,13541,61139,61139,22,22,0,0,1.264963,1.264963,0.217391,0.217391,3,3,21,21,26,26,154,154,0,0,0,0,0,0,0,0,0,0,nonspam
1,12.912151,12.912151,724.272705,724.272705,22.917046,22.917046,1097,1097,39172,39172,65159,65159,114342,114342,21,21,0.000001,0.000001,0.46946,0.46946,0.909091,0.909091,17,17,48,48,177,177,516,516,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
0,0.807365,0.888889,3.8,3.8,20.571428,15,14,11,62,36,682,276,4417,9280,5,5,0,0,0.494777,0.386904,0.8,1,6,4,12,12,18,12,49,18,0,0,0,0,0,0,0,0,0,0,nonspam
1,8.880184,8.880184,65.5,65.5,11.736559,11.736559,186,186,501,501,1298,1298,95743,95743,17,17,0,0,0.586298,0.586298,0.944444,0.944444,17,17,17,17,35,35,195,195,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.615385,0.333333,1.5,0,5,1,2,1,6,3,36,4,44,8,2,0,0,0,0.004211,0,0,1,2,1,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.227961,0.227961,62.608696,62.608696,210.803925,210.803925,51,51,4340,4340,78344,78344,142622,142622,23,23,0,0,0.654814,0.654814,0.043478,0.043478,10,10,35,35,98,98,513,513,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.03309,0.03309,1114.105225,1114.105225,12.6,12.6,10,10,19,19,41,41,14673,14673,18,18,0,0,0.113498,0.113498,0.315789,0.315789,4,4,5,5,5,5,427,427,0,0,0,0,0,0,0,0,0,0,spam
1,3.117417,3.117417,7.4,7.4,11.962264,11.962264,53,53,194,194,2095,2095,11368,11368,4,4,0,0,0.28224,0.28224,1,1,3,3,3,3,29,29,42,42,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.285714,0.510204,1,0,2,3,1,5,2,12,3,19,27,20,2,0,0,0,0,0.001086,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,nonspam
