eq_hp_mp,assortativity_mp,avgin_of_out_hp,avgin_of_out_mp,avgout_of_in_mp,indegree_hp,indegree_mp,neighbors_2_hp,neighbors_2_mp,neighbors_3_mp,neighbors_4_hp,neighbors_4_mp,outdegree_hp,outdegree_mp,pagerank_hp,pagerank_mp,prsigma_hp,prsigma_mp,siteneighbors_1_hp,siteneighbors_1_mp,siteneighbors_2_hp,siteneighbors_2_mp,siteneighbors_3_hp,siteneighbors_3_mp,siteneighbors_4_hp,siteneighbors_4_mp,truncatedpagerank_1_hp,truncatedpagerank_1_mp,truncatedpagerank_2_hp,truncatedpagerank_2_mp,truncatedpagerank_3_hp,truncatedpagerank_3_mp,truncatedpagerank_4_hp,truncatedpagerank_4_mp,class
0,1.067961,11,10.666667,9.090909,5,11,20,20,27,534,173,1,9,0,0,0.390961,0.153979,3,1,5,6,6,6,103,6,0,0,0,0,0,0,0,0,nonspam
1,0.02336,1622.800049,1622.800049,28.666666,12,12,217,217,3040,38984,38984,10,10,0,0,0.620394,0.620394,5,5,7,7,28,28,361,361,0,0,0,0,0,0,0,0,nonspam
0,6.250207,1.333333,37.099998,7.320988,2,81,28,74,77,471,77,3,9,0,0,0.007674,0.491563,1,1,3,1,7,1,24,1,0,0,0,0,0,0,0,0,nonspam
1,0.575758,1.6,1.6,33.846153,13,13,62,62,1533,88835,88835,4,4,0,0,0.099275,0.099275,5,5,14,14,14,14,32,32,0,0,0,0,0,0,0,0,nonspam
1,0.781955,3.2,3.2,13,7,7,15,15,55,70,70,4,4,0,0,0.440074,0.440074,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
1,0.473684,3,3,28.5,12,12,32,32,424,9466,9466,3,3,0,0,0.316929,0.316929,5,5,7,7,7,7,7,7,0,0,0,0,0,0,0,0,nonspam
1,5.191298,127.53846,127.53846,18.018867,159,159,162,162,1705,59566,59566,12,12,0,0,0.553029,0.553029,5,5,7,7,7,7,10,10,0,0,0,0,0,0,0,0,nonspam
0,2.297674,18,10,5.388889,7,18,33,28,48,20312,188,1,6,0,0,0.097233,0.452173,5,1,5,7,5,7,5,7,0,0,0,0,0,0,0,0,nonspam
0,1.830565,13,7.933333,10.230769,21,13,63,34,58,3116,356,1,14,0,0,0.41754,0.39232,4,1,7,7,7,7,40,7,0,0,0,0,0,0,0,0,nonspam
1,25.120857,138.137924,138.137924,12.036972,568,568,694,694,10442,45382,45382,28,28,0.000001,0.000001,0.482888,0.482888,7,7,10,10,16,16,55,55,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.125,2.6,2.6,5,3,3,4,4,4,4,4,4,4,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,spam
1,0.047059,0,0,40.5,2,2,5,5,13,5141,5141,0,0,0,0,0.000057,0.000057,2,2,2,2,2,2,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.053512,0,0,36.75,4,4,155,155,182,309,309,0,0,0,0,0.095408,0.095408,3,3,4,4,8,8,10,10,0,0,0,0,0,0,0,0,nonspam
1,0.350394,213.133331,213.133331,266.218964,137,137,4959,4959,62349,408833,408833,29,29,0,0,0.669385,0.669385,17,17,75,75,292,292,1595,1595,0,0,0,0,0,0,0,0,nonspam
0,2.195122,7,1.333333,2,10,7,37,15,46,1028,832,1,3,0,0,0.335444,0.147933,3,1,3,3,3,3,13,3,0,0,0,0,0,0,0,0,nonspam
1,4.054736,22.0625,22.0625,72.957642,543,543,6799,6799,51179,408833,408833,15,15,0,0,0.572632,0.572632,17,17,48,48,226,226,532,532,0,0,0,0,0,0,0,0,nonspam
0,1.659389,1,10.736842,12.421053,21,19,80,41,44,4322,80,1,19,0,0,0.143176,0.060069,3,1,3,1,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,1.35939,336.799988,336.799988,196.767395,546,546,9684,9684,125309,217543,217543,19,19,0.000001,0.000001,0.848299,0.848299,10,10,75,75,126,126,1329,1329,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.765385,21.428572,21.428572,10.384615,26,26,74,74,81,334,334,6,6,0,0,0.464114,0.464114,2,2,2,2,3,3,158,158,0,0,0,0,0,0,0,0,nonspam
0,15.153137,1,446.761902,22.770958,16,668,4733,580,580,29808,625,1,20,0,0,1.28439,0.444299,10,1,13,2,29,2,56,20,0,0,0,0,0,0,0,0,nonspam
0,1.069591,171.087372,109.52475,99.720718,110,111,97,99,177,2528,2763,102,100,0,0,0.157482,0.159076,1,2,5,5,5,9,59,158,0,0,0,0,0,0,0,0,nonspam
1,0.010237,0,0,692.142883,14,14,956,956,3124,35451,35451,0,0,0,0,0.281858,0.281858,3,3,5,5,5,5,25,25,0,0,0,0,0,0,0,0,nonspam
0,1.386688,1,31.733334,18.088236,21,34,116,58,65,33529,163,5,14,0,0,0.164871,0.694953,4,1,6,1,6,9,37,9,0,0,0,0,0,0,0,0,nonspam
1,4.934271,16.363636,16.363636,31.799999,280,280,397,397,2320,14245,14245,10,10,0,0,0.345488,0.345488,4,4,13,13,21,21,24,24,0,0,0,0,0,0,0,0,nonspam
1,1.125,63.5,63.5,18.945946,37,37,185,185,1746,6074,6074,15,15,0,0,0.317511,0.317511,10,10,17,17,91,91,130,130,0,0,0,0,0,0,0,0,nonspam
1,0.678715,1.333333,1.333333,19.1,10,10,47,47,3107,34723,34723,3,3,0,0,0.395391,0.395391,7,7,10,10,11,11,141,141,0,0,0,0,0,0,0,0,nonspam
1,1.351931,7.111111,7.111111,14.6,20,20,83,83,759,40559,40559,8,8,0,0,0.274325,0.274325,9,9,11,11,42,42,58,58,0,0,0,0,0,0,0,0,nonspam
1,0.31066,74.5,74.5,27.153847,13,13,283,283,870,4738,4738,3,3,0,0,0.462747,0.462747,5,5,12,12,67,67,82,82,0,0,0,0,0,0,0,0,nonspam
1,2.494752,35.291668,35.291668,29.188118,101,101,1562,1562,10431,136278,136278,47,47,0,0,0.448591,0.448591,17,17,40,40,111,111,185,185,0,0,0,0,0,0,0,0,nonspam
1,6.829127,3.8,3.8,28.992891,422,422,7679,7679,71311,119384,119384,15,15,0.000002,0.000002,0.446429,0.446429,6,6,10,10,23,23,30,30,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
1,0.305706,18.90909,18.90909,126.400002,30,30,125,125,47819,53679,53679,10,10,0,0,0.552102,0.552102,5,5,15,15,23,23,376,376,0,0,0,0,0,0,0,0,nonspam
1,0.463991,142.933334,142.933334,19.142857,21,21,75,75,4106,136278,136278,14,14,0,0,0.542807,0.542807,4,4,7,7,168,168,364,364,0,0,0,0,0,0,0,0,spam
1,0.911392,4.166667,4.166667,15.363636,11,11,31,31,787,6814,6814,5,5,0,0,0.360847,0.360847,5,5,6,6,6,6,7,7,0,0,0,0,0,0,0,0,nonspam
1,0.793741,51.333332,51.333332,92.828827,111,111,3050,3050,47540,340694,340694,15,15,0,0,0.650949,0.650949,17,17,32,32,619,619,1595,1595,0,0,0,0,0,0,0,0,nonspam
0,2.212894,119.444443,46.75,36.025974,185,154,683,205,683,70750,2365,17,3,0,0,0.460614,0.46018,17,1,15,13,31,21,428,31,0,0,0,0,0,0,0,0,nonspam
1,0.089109,0,0,26.333334,3,3,23,23,309,49709,49709,0,0,0,0,0.566567,0.566567,3,3,3,3,15,15,28,28,0,0,0,0,0,0,0,0,nonspam
1,1.04528,48.153847,48.153847,40.5,54,54,55,55,64,283,283,25,25,0,0,0.241192,0.241192,3,3,3,3,4,4,6,6,0,0,0,0,0,0,0,0,nonspam
1,0.992248,6.125,6.125,8.142858,7,7,8,8,8,8,8,7,7,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,1.457048,13825,0,54.174603,133,315,3546,12891,63586,164558,340694,1,0,0,0,0.677724,0.609503,17,1,75,75,199,292,642,611,0,0,0,0,0,0,0,0,nonspam
0,1.092896,0,7.3,9.111111,14,9,39,18,18,3493,18,0,9,0,0,0.12174,0.11664,9,1,12,1,12,1,32,1,0,0,0,0,0,0,0,0,nonspam
1,0.060293,10620.75,10620.75,17.456791,81,81,3973,3973,24299,71241,71241,11,11,0,0,1.266797,1.266797,10,10,75,75,132,132,449,449,0,0,0,0,0,0,0,0,nonspam
1,90.478188,4746.470703,4746.470703,40.631638,7213,7213,9909,9909,24076,31672,31672,33,33,0.000002,0.000002,0.354282,0.354282,9,9,13,13,39,39,63,63,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,nonspam
1,8.919222,149.333328,149.333328,27.801783,449,449,6802,6802,59692,635963,635963,26,26,0.000001,0.000001,0.733533,0.733533,17,17,75,75,619,619,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
0,1.654545,30.545454,27.75,34.087379,107,103,175,118,175,23770,564,11,7,0,0,0.168402,0.143979,9,1,10,10,42,10,104,42,0,0,0,0,0,0,0,0,nonspam
0,0.47619,7,1.25,28.428572,0,7,0,33,1485,0,27083,1,3,0,0,0,0.102552,0,4,0,7,0,11,0,22,0,0,0,0,0,0,0,0,nonspam
1,0.026313,3.2,3.2,694.535706,28,28,2302,2302,61215,130318,130318,4,4,0,0,1.101337,1.101337,5,5,9,9,114,114,297,297,0,0,0,0,0,0,0,0,nonspam
0,1.732283,21,17.5,8.619047,8,21,40,25,52,10971,436,1,7,0,0,0.154114,0.458139,5,1,5,5,9,5,144,9,0,0,0,0,0,0,0,0,nonspam
0,0.421053,74.561401,9,17.357143,91,14,1910,79,1979,103130,32268,56,2,0,0,0.466111,0.192348,5,1,7,7,64,7,410,64,0,0,0,0,0,0,0,0,nonspam
1,1.073864,10.928572,10.928572,13.5,12,12,14,14,14,14,14,13,13,0,0,0.003074,0.003074,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,2.913811,31,6.222222,11.190476,5,42,52,54,55,68396,63,1,17,0,0,0.474193,0.354462,3,1,4,1,17,4,116,4,0,0,0,0,0,0,0,0,nonspam
1,1.790582,83.35714,83.35714,48.795082,122,122,1425,1425,40761,72368,72368,55,55,0,0,0.719815,0.719815,17,17,16,16,109,109,282,282,0,0,0,0,0,0,0,0,nonspam
1,0.191489,0,0,14.333333,3,3,7,7,266,8614,8614,0,0,0,0,0.013747,0.013747,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,nonspam
1,0.952381,3,3,6,5,5,9,9,156,53203,53203,3,3,0,0,0.053925,0.053925,3,3,3,3,3,3,26,26,0,0,0,0,0,0,0,0,nonspam
1,0.083333,36952,36952,81.790321,62,62,4959,4959,62349,300835,300835,1,1,0,0,1.224339,1.224339,17,17,75,75,619,619,1595,1595,0,0,0,0,0,0,0,0,nonspam
1,41.322773,326.84375,326.84375,14.313305,1398,1398,9032,9032,32139,250619,250619,31,31,0.000001,0.000001,0.449401,0.449401,17,17,75,75,187,187,978,978,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,4.044597,0,0,142.588821,1109,1109,26243,26243,150417,408833,408833,0,0,0,0,0.545743,0.545743,17,17,75,75,331,331,1174,1174,0,0,0,0,0,0,0,0,nonspam
1,0.664087,92.633331,92.633331,213.274902,251,251,6709,6709,65159,204416,204416,29,29,0,0,0.533075,0.533075,17,17,27,27,97,97,410,410,0,0,0,0,0,0,0,0,nonspam
1,0.945243,2288.071533,2288.071533,428.049408,830,830,25150,25150,317980,635963,635963,28,28,0,0,0.512047,0.512047,17,17,75,75,619,619,2482,2482,0,0,0,0,0,0,0,0,nonspam
0,6.157895,1.5,2,3.269231,5,26,11,29,31,3264,35,2,1,0,0,0.019595,0.238302,3,1,6,1,6,1,15,6,0,0,0,0,0,0,0,0,nonspam
0,10.196255,1,1,14.713414,246,164,2215,440,668,340694,2486,2,2,0,0,0.417432,0.434125,17,1,25,1,78,32,410,32,0,0,0,0,0,0,0,0,nonspam
0,2,1.25,3.6,3.857143,10,7,70,8,19,23241,73,4,5,0,0,0.397628,0.034457,5,1,8,1,13,8,19,8,0,0,0,0,0,0,0,0,nonspam
0,0.084175,454.476196,862.636353,7,14,21,162,36,166,16448,2258,20,10,0,0,0.766508,0.195239,4,1,24,7,45,31,178,45,0,0,0,0,0,0,0,0,nonspam
0,3.424242,149.333328,65.228569,19.138889,161,108,310,227,221,52053,310,3,34,0,0,0.769153,0.713405,7,1,10,1,10,10,116,10,0,0,0,0,0,0,0,0,nonspam
0,3.465909,11.625,2.6,7.483871,33,31,194,331,963,27815,27815,15,30,0,0,0.589172,0.367356,3,2,5,9,106,106,151,162,0,0,0,0,0,0,0,0,nonspam
0,10.290732,914.75,0,16.817034,349,317,1113,453,1133,71241,10611,12,0,0,0,0.254805,0.330918,5,1,8,7,9,8,33,9,0,0,0,0,0,0,0,0,nonspam
1,0.893921,39.5,39.5,18.695652,23,23,86,86,222,665,665,5,5,0,0,0.234625,0.234625,4,4,6,6,6,6,13,13,0,0,0,0,0,0,0,0,nonspam
1,0.803279,13,13,27.6,20,20,143,143,4959,26026,26026,13,13,0,0,0.237042,0.237042,4,4,4,4,10,10,354,354,0,0,0,0,0,0,0,0,nonspam
0,6.426565,54.599998,46.166668,5.716418,71,67,165,71,165,34577,712,5,5,0,0,0.386958,0.462189,4,1,6,6,6,6,22,6,0,0,0,0,0,0,0,0,nonspam
1,0.134409,0,0,34.599998,5,5,14,14,838,23761,23761,0,0,0,0,0.014522,0.014522,3,3,5,5,5,5,15,15,0,0,0,0,0,0,0,0,nonspam
1,4.325708,1.333333,1.333333,15.103174,126,126,1641,1641,4033,104972,104972,3,3,0,0,0.20118,0.20118,17,17,32,32,101,101,331,331,0,0,0,0,0,0,0,0,nonspam
1,0.182741,0,0,30.166666,6,6,21,21,215,8214,8214,0,0,0,0,0.066616,0.066616,4,4,6,6,6,6,6,6,0,0,0,0,0,0,0,0,nonspam
0,1.13587,9.625,8.375,8.2,7,10,29,14,29,8022,203,8,7,0,0,0.379058,0.297752,4,1,6,6,9,6,9,9,0,0,0,0,0,0,0,0,nonspam
1,0.091575,0,0,52.200001,5,5,13,13,869,8022,8022,0,0,0,0,0.011723,0.011723,4,4,5,5,5,5,8,8,0,0,0,0,0,0,0,0,nonspam
1,1.485714,30.166666,30.166666,18.02564,39,39,162,162,320,3668,3668,11,11,0,0,0.476301,0.476301,4,4,6,6,21,21,54,54,0,0,0,0,0,0,0,0,nonspam
1,1.337313,2.285714,2.285714,24.040001,25,25,69,69,1456,19891,19891,7,7,0,0,0.123556,0.123556,17,17,13,13,14,14,17,17,0,0,0,0,0,0,0,0,nonspam
1,3.738318,1.875,1.875,10.936171,47,47,59,59,41566,56633,56633,7,7,0,0,0.160007,0.160007,5,5,9,9,9,9,186,186,0,0,0,0,0,0,0,0,nonspam
1,1.139896,6.222222,6.222222,10.6,10,10,19,19,27,43,43,8,8,0,0,0.254253,0.254253,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.057325,0,0,48.666668,3,3,11,11,67,10622,10622,0,0,0,0,0.063259,0.063259,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.701195,3.2,3.2,18.799999,10,10,41,41,204,8015,8015,4,4,0,0,0.372073,0.372073,4,4,6,6,9,9,9,9,0,0,0,0,0,0,0,0,nonspam
1,1.797189,35.64706,35.64706,19.782442,262,262,30578,30578,62553,272555,272555,17,17,0,0,0.55138,0.55138,8,8,13,13,77,77,392,392,0,0,0,0,0,0,0,0,nonspam
1,0.094675,0,0,39.75,4,4,13,13,71,300,300,0,0,0,0,0.006479,0.006479,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,0.2,2.6,0,1,1,1,8,5,8,1013,16,10,0,0,0,0,0,1,1,1,1,1,2,17,2,0,0,0,0,0,0,0,0,nonspam
1,0.694981,3.333333,3.333333,18.636364,11,11,28,28,593,17214,17214,2,2,0,0,0.367695,0.367695,5,5,7,7,7,7,25,25,0,0,0,0,0,0,0,0,nonspam
1,3.415121,29.846153,29.846153,13.806452,62,62,113,113,16217,24900,24900,12,12,0,0,0.623857,0.623857,3,3,7,7,11,11,198,198,0,0,0,0,0,0,0,0,nonspam
1,0.041475,0,0,70.333336,3,3,6,6,712,8622,8622,0,0,0,0,0.023303,0.023303,3,3,3,3,3,3,7,7,0,0,0,0,0,0,0,0,nonspam
0,2.083375,58.157894,51.863636,25.012501,92,80,1213,90,1213,73958,55940,18,21,0,0,0.358828,0.353976,8,1,12,12,16,12,67,16,0,0,0,0,0,0,0,0,nonspam
1,0.301435,2,2,27,7,7,22,22,727,8224,8224,2,2,0,0,0.241181,0.241181,4,4,6,6,6,6,9,9,0,0,0,0,0,0,0,0,nonspam
1,0.618557,2.25,2.25,11,5,5,25,25,95,1135,1135,3,3,0,0,0.056756,0.056756,3,3,3,3,3,3,95,95,0,0,0,0,0,0,0,0,nonspam
0,2.771574,12296,43.333332,10.2,4,50,59,48,678,465,1850,4,11,0,0,0.821141,0.380022,3,1,3,5,15,5,42,20,0,0,0,0,0,0,0,0,nonspam
0,4.141623,0,0,53.035046,320,428,1130,427,4157,77667,4157,0,0,0,0,0.614169,0.538391,9,1,9,2,20,2,51,27,0,0,0,0,0,0,0,0,nonspam
0,1.566265,1.333333,8.5,6.333333,22,12,907,23,36,58074,907,3,8,0,0,0.399317,0.030062,4,1,6,1,6,6,17,6,0,0,0,0,0,0,0,0,nonspam
1,7.240901,0,0,96.091103,1416,1416,23852,23852,82278,104972,104972,0,0,0,0,0.369966,0.369966,17,17,35,35,168,168,508,508,0,0,0,0,0,0,0,0,nonspam
1,0.84589,4.166667,4.166667,10.083333,12,12,162,162,513,5940,5940,5,5,0,0,0.371532,0.371532,4,4,6,6,36,36,135,135,0,0,0,0,0,0,0,0,nonspam
1,1.31831,25.4375,25.4375,21.885714,35,35,69,69,244,1250,1250,15,15,0,0,0.36454,0.36454,8,8,10,10,13,13,19,19,0,0,0,0,0,0,0,0,nonspam
1,2.737176,489.769226,489.769226,51.688705,363,363,9477,9477,12467,48628,48628,13,13,0.000001,0.000001,0.938003,0.938003,9,9,35,35,106,106,611,611,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,5.535079,21.181818,21.181818,19.296703,182,182,1068,1068,2497,16443,16443,10,10,0,0,0.565592,0.565592,8,8,13,13,14,14,31,31,0,0,0,0,0,0,0,0,nonspam
0,1.307692,10.75,10.615385,11.666667,16,15,21,17,21,978,74,16,12,0,0,0.113797,0.063937,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,5.220994,2.272727,2.272727,4.083333,12,12,32,32,80,354,354,21,21,0,0,0.059241,0.059241,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.277299,81.57576,81.57576,595.803467,290,290,19891,19891,78344,109029,109029,32,32,0,0,0.478102,0.478102,17,17,16,16,67,67,196,196,0,0,0,0,0,0,0,0,nonspam
1,0.185567,0,0,20.5,6,6,69,69,420,9948,9948,0,0,0,0,0.933758,0.933758,3,3,3,3,5,5,5,5,0,0,0,0,0,0,0,0,spam
1,13.107212,1,1,3.3625,80,80,238,238,12735,13063,13063,2,2,0,0,0.168164,0.168164,4,4,7,7,14,14,20,20,0,0,0,0,0,0,0,0,nonspam
1,16.912683,46.064518,46.064518,12.990882,329,329,795,795,13300,70253,70253,30,30,0,0,0.335816,0.335816,10,10,75,75,74,74,427,427,0,0,0,0,0,0,0,0,nonspam
1,6.821383,396.600006,396.600006,21.612377,307,307,595,595,10156,125106,125106,10,10,0,0,0.310417,0.310417,17,17,48,48,67,67,556,556,0,0,0,0,0,0,0,0,nonspam
1,1.055771,865.818176,865.818176,515.338684,1063,1063,24565,24565,150417,300835,300835,21,21,0,0,0.352765,0.352765,17,17,75,75,132,132,642,642,0,0,0,0,0,0,0,0,nonspam
1,4.651163,2,2,3.458333,24,24,29,29,37,61,61,1,1,0,0,0.269106,0.269106,3,3,3,3,8,8,8,8,0,0,0,0,0,0,0,0,nonspam
0,9.083969,2.294118,4.617647,1.030303,35,33,340,32,33,5552,68,17,33,0,0,0.344916,0.006764,10,1,13,1,44,1,121,11,0,0,0,0,0,0,0,0,nonspam
1,3.924966,95.071426,95.071426,22.967533,154,154,211,211,1131,31793,31793,13,13,0,0,0.384305,0.384305,6,6,11,11,14,14,100,100,0,0,0,0,0,0,0,0,nonspam
0,118.32151,648,192.75,5.938088,1297,1276,85172,1905,78344,635963,136278,2,19,0.000001,0.000003,0.358759,0.177677,17,1,40,48,211,57,2482,320,0.000002,0.000004,0.000002,0.000004,0.000002,0.000004,0.000002,0.000004,nonspam
1,2.392,6.15,6.15,12.4,25,25,41,41,250,8214,8214,19,19,0,0,0.394179,0.394179,5,5,7,7,7,7,7,7,0,0,0,0,0,0,0,0,nonspam
1,0.450561,6.125,6.125,41.200001,25,25,389,389,2369,84892,84892,7,7,0,0,0.540239,0.540239,8,8,16,16,331,331,532,532,0,0,0,0,0,0,0,0,nonspam
1,0.906667,4.166667,4.166667,26.074074,27,27,322,322,11472,119384,119384,5,5,0,0,0.900757,0.900757,17,17,20,20,211,211,532,532,0,0,0,0,0,0,0,0,nonspam
1,1.213802,1.25,1.25,10.391304,23,23,442,442,648,3476,3476,16,16,0,0,0.304714,0.304714,3,3,6,6,45,45,50,50,0,0,0,0,0,0,0,0,nonspam
1,73.159706,3014.828857,3014.828857,66.80397,9570,9570,9909,9909,27395,300835,300835,75,75,0.000001,0.000001,0.430634,0.430634,17,17,75,75,114,114,468,468,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
1,2.160417,37.700001,37.700001,14.4,50,50,306,306,795,130318,130318,9,9,0,0,0.660029,0.660029,4,4,5,5,145,145,317,317,0,0,0,0,0,0,0,0,nonspam
1,4.985474,132.399994,132.399994,21.472477,218,218,1057,1057,3557,38801,38801,14,14,0,0,0.617086,0.617086,5,5,75,75,121,121,363,363,0,0,0,0,0,0,0,0,nonspam
1,7.276941,170.166672,170.166672,18.26923,338,338,9373,9373,39674,149404,149404,5,5,0,0,0.582588,0.582588,17,17,48,48,265,265,611,611,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.280702,0,0,13,4,4,8,8,155,7631,7631,0,0,0,0,0.021812,0.021812,3,3,3,3,3,3,8,8,0,0,0,0,0,0,0,0,nonspam
1,0.018182,0,0,54,1,1,2,2,275,8214,8214,0,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.842105,4.5,4.5,14.272727,11,11,39,39,462,34198,34198,3,3,0,0,0.311571,0.311571,4,4,6,6,6,6,23,23,0,0,0,0,0,0,0,0,nonspam
1,7.700279,352.23999,352.23999,30.912394,468,468,2366,2366,5567,182481,182481,24,24,0,0,0.269962,0.269962,3,3,10,10,36,36,288,288,0,0,0,0,0,0,0,0,nonspam
0,0.066667,0,0,11,4,1,53,6,388,9945,8622,0,0,0,0,0.241436,0,3,1,4,1,4,3,17,15,0,0,0,0,0,0,0,0,spam
1,0.263692,1.333333,1.333333,22.333334,9,9,292,292,230,1080,1080,2,2,0,0,0.531589,0.531589,4,4,4,4,4,4,6,6,0,0,0,0,0,0,0,0,nonspam
1,0.090909,0,0,9,1,1,2,2,3,8,8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.084507,0,0,43,1,1,24,24,42,48,48,0,0,0,0,0,0,2,2,2,2,2,2,10,10,0,0,0,0,0,0,0,0,nonspam
0,0.729592,5,5,13.6,6,10,59,18,19,111,87,3,3,0,0,0.03452,0.164222,2,1,5,1,5,5,6,5,0,0,0,0,0,0,0,0,nonspam
1,1.929901,29.700001,29.700001,19.9,50,50,65,65,346,392,392,9,9,0,0,0.504616,0.504616,4,4,5,5,5,5,12,12,0,0,0,0,0,0,0,0,nonspam
1,0.136752,0,0,21,4,4,26,26,104,152,152,0,0,0,0,0.34181,0.34181,1,1,1,1,1,1,20,20,0,0,0,0,0,0,0,0,nonspam
0,1.483444,12.5,14.454545,10.45,23,20,36,38,47,277,111,2,10,0,0,0.561317,0.474326,4,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
1,0.695143,62.81818,62.81818,33.744186,43,43,1085,1085,19837,96738,96738,11,11,0,0,0.226134,0.226134,6,6,9,9,9,9,22,22,0,0,0,0,0,0,0,0,nonspam
1,1.646452,1907.263184,1907.263184,26.70632,269,269,2319,2319,50556,340694,340694,18,18,0,0,0.498225,0.498225,17,17,75,75,152,152,1595,1595,0,0,0,0,0,0,0,0,nonspam
1,2.501233,55.07143,55.07143,16.095238,63,63,76,76,148,453,453,13,13,0,0,0.43308,0.43308,3,3,6,6,6,6,22,22,0,0,0,0,0,0,0,0,nonspam
0,1.153846,1.333333,1,3.333333,2,3,4,5,5,4,6,3,2,0,0,0.021233,0.223437,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.357143,1.333333,1.333333,31.428572,7,7,32,32,795,9684,9684,3,3,0,0,0.050691,0.050691,6,6,8,8,8,8,12,12,0,0,0,0,0,0,0,0,nonspam
1,3.644705,8.1,8.1,17.306307,111,111,283,283,1114,19818,19818,9,9,0,0,0.299212,0.299212,8,8,20,20,26,26,33,33,0,0,0,0,0,0,0,0,nonspam
1,6.333292,193.882355,193.882355,19.51152,217,217,256,256,25069,25589,25589,16,16,0,0,0.60417,0.60417,3,3,3,3,6,6,69,69,0,0,0,0,0,0,0,0,nonspam
1,15.058824,1.142857,1.142857,1.272727,11,11,17,17,33,21428,21428,21,21,0,0,0.000847,0.000847,1,1,3,3,3,3,7,7,0,0,0,0,0,0,0,0,nonspam
0,18.747625,18.454546,18.454546,7.594142,194,239,253,229,245,22216,253,21,21,0,0,0.157454,0.263776,5,1,8,1,8,8,25,8,0,0,0,0,0,0,0,0,nonspam
0,1.162866,32.599998,30.206896,25.818182,40,33,162,59,219,48827,10213,5,28,0,0,0.323787,0.266399,3,1,10,10,18,10,50,28,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,9.25,1,3.909091,3.64,5,25,38,34,45,3521,78,1,33,0,0,0.213568,0.020449,3,1,5,1,31,5,48,5,0,0,0,0,0,0,0,0,nonspam
0,15.756037,1.25,10.958333,4.556452,115,124,296,163,205,113565,347,4,23,0,0,0.301861,0.246325,9,1,13,1,18,13,371,15,0,0,0,0,0,0,0,0,nonspam
1,0.081996,7,7,46.6875,16,16,3265,3265,7642,25958,25958,7,7,0,0,2.660497,2.660497,6,6,9,9,17,17,43,43,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.098555,14.0625,14.0625,21.857143,21,21,39,39,227,710,710,15,15,0,0,0.172487,0.172487,3,3,6,6,6,6,24,24,0,0,0,0,0,0,0,0,nonspam
1,31.464127,341.666656,341.666656,31.777779,2718,2718,62654,62654,317980,635963,635963,14,14,0.000001,0.000001,0.504763,0.504763,17,17,75,75,619,619,2482,2482,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
1,1.468586,1.333333,1.333333,17.032259,31,31,211,211,4763,31359,31359,3,3,0,0,0.596387,0.596387,9,9,12,12,34,34,37,37,0,0,0,0,0,0,0,0,nonspam
0,3.140549,71,63,12.830986,17,71,609,278,1027,65774,9367,1,8,0,0,1.103463,0.379212,8,1,15,16,52,18,65,53,0,0,0,0,0,0,0,0,nonspam
