L_indegree_mp,L_outdegree_hp,L_outdegree_mp,L_assortativity_mp,L_avgin_of_out_hp,L_avgin_of_out_mp,log_OP_avgin_of_out_hp_mul_outdegree_hp_CP_,log_OP_avgin_of_out_mp_mul_outdegree_mp_CP_,L_avgout_of_in_mp,log_OP_avgout_of_in_hp_mul_indegree_hp_CP_,log_OP_avgout_of_in_mp_mul_indegree_mp_CP_,eq_hp_mp,L_pagerank_hp,L_pagerank_mp,log_OP_indegree_mp_div_pagerank_mp_CP_,log_OP_outdegree_hp_div_pagerank_hp_CP_,log_OP_outdegree_mp_div_pagerank_mp_CP_,L_prsigma_hp,L_prsigma_mp,log_OP_prsigma_hp_div_pagerank_hp_CP_,log_OP_prsigma_mp_div_pagerank_mp_CP_,L_trustrank_hp,L_trustrank_mp,log_OP_trustrank_mp_div_indegree_mp_CP_,L_siteneighbors_1_hp,L_siteneighbors_2_hp,L_siteneighbors_3_hp,L_siteneighbors_4_hp,L_siteneighbors_1_mp,L_siteneighbors_2_mp,L_siteneighbors_3_mp,L_siteneighbors_4_mp,log_OP_siteneighbors_1_hp_div_pagerank_hp_CP_,log_OP_siteneighbors_2_hp_div_pagerank_hp_CP_,log_OP_siteneighbors_3_hp_div_pagerank_hp_CP_,log_OP_siteneighbors_1_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_2_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_3_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_4_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_2_hp_div_siteneighbors_1_hp_CP_,log_OP_siteneighbors_2_mp_div_siteneighbors_1_mp_CP_,log_OP__OP_siteneighbors_2_hp_m_siteneighbors_1_hp_CP__div_pagerank_hp_CP_,log_OP__OP_siteneighbors_2_mp_m_siteneighbors_1_mp_CP__div_pagerank_mp_CP_,siteneighbors_1_hp_div_siteneighbors_1_mp,L_neighbors_2_hp,L_neighbors_4_hp,L_neighbors_2_mp,L_neighbors_3_mp,L_neighbors_4_mp,log_OP_neighbors_2_mp_div_pagerank_mp_CP_,log_OP_neighbors_3_mp_div_pagerank_mp_CP_,log_OP_neighbors_4_mp_div_pagerank_mp_CP_,log_OP_neighbors_3_hp_div_neighbors_2_hp_CP_,log_OP_max_OP_neighbors_2_mp_div_indegree_mp_neighbors_3_mp_div_neighbors_2_mp_neighbors_4_mp_div_neighbors_3_mp_CP__CP_,log_OP_avg_OP_neighbors_2_hp_div_indegree_hp_neighbors_3_hp_div_neighbors_2_hp_neighbors_4_hp_div_neighbors_3_hp_CP__CP_,log_OP_avg_OP_neighbors_2_mp_div_indegree_mp_neighbors_3_mp_div_neighbors_2_mp_neighbors_4_mp_div_neighbors_3_mp_CP__CP_,neighbors_3_hp_div_neighbors_3_mp,L_truncatedpagerank_1_hp,L_truncatedpagerank_2_hp,L_truncatedpagerank_3_hp,L_truncatedpagerank_4_hp,L_truncatedpagerank_1_mp,L_truncatedpagerank_2_mp,L_truncatedpagerank_3_mp,L_truncatedpagerank_4_mp,log_OP_truncatedpagerank_1_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_2_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_3_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_4_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_1_mp_div_pagerank_mp_CP_,log_OP_truncatedpagerank_2_mp_div_pagerank_mp_CP_,log_OP_truncatedpagerank_3_mp_div_pagerank_mp_CP_,log_OP_truncatedpagerank_4_mp_div_pagerank_mp_CP_,truncatedpagerank_4_hp_div_truncatedpagerank_3_hp,truncatedpagerank_4_mp_div_truncatedpagerank_3_mp,truncatedpagerank_3_hp_div_truncatedpagerank_2_hp,truncatedpagerank_3_mp_div_truncatedpagerank_2_mp,truncatedpagerank_2_hp_div_truncatedpagerank_1_hp,truncatedpagerank_2_mp_div_truncatedpagerank_1_mp,log_OP_min_OP_truncatedpagerank_2_hp_div_truncatedpagerank_1_hp_truncatedpagerank_3_hp_div_truncatedpagerank_2_hp_truncatedpagerank_4_hp_div_truncatedpagerank_3_hp_CP__CP_,log_OP_min_OP_truncatedpagerank_2_mp_div_truncatedpagerank_1_mp_truncatedpagerank_3_mp_div_truncatedpagerank_2_mp_truncatedpagerank_4_mp_div_truncatedpagerank_3_mp_CP__CP_,log_OP_max_OP_truncatedpagerank_2_hp_div_truncatedpagerank_1_hp_truncatedpagerank_3_hp_div_truncatedpagerank_2_hp_truncatedpagerank_4_hp_div_truncatedpagerank_3_hp_CP__CP_,log_OP_max_OP_truncatedpagerank_2_mp_div_truncatedpagerank_1_mp_truncatedpagerank_3_mp_div_truncatedpagerank_2_mp_truncatedpagerank_4_mp_div_truncatedpagerank_3_mp_CP__CP_,log_OP_avg_OP_truncatedpagerank_2_hp_div_truncatedpagerank_1_hp_truncatedpagerank_3_hp_div_truncatedpagerank_2_hp_truncatedpagerank_4_hp_div_truncatedpagerank_3_hp_CP__CP_,log_OP_avg_OP_truncatedpagerank_2_mp_div_truncatedpagerank_1_mp_truncatedpagerank_3_mp_div_truncatedpagerank_2_mp_truncatedpagerank_4_mp_div_truncatedpagerank_3_mp_CP__CP_,class
3.713572,2.197225,2.197225,0.479573,2.985682,2.985682,5.182906,5.182906,3.006648,6.72022,6.72022,1,-17.522209,-17.522209,21.235781,19.719433,19.719433,-1.02327,-1.02327,16.498939,16.498939,-18.14646,-18.14646,-21.860032,2.302585,2.484907,4.795791,6.073045,2.302585,2.484907,4.795791,6.073045,19.824794,20.007115,22.317999,19.824794,20.007115,22.317999,23.595253,0.182322,0.182322,18.215356,18.215356,1,5.273,11.03803,5.273,9.428029,11.03803,22.795208,26.950238,28.560238,4.15503,4.15503,3.198847,3.198847,1,-17.441671,-17.441137,-17.439944,-17.439722,-17.441671,-17.441137,-17.439944,-17.439722,0.080537,0.081072,0.082265,0.082487,0.080537,0.081072,0.082265,0.082487,1.000222,1.000222,1.001194,1.001194,1.000535,1.000535,0.000222,0.000222,0.001193,0.001193,0.00065,0.00065,nonspam
9.364091,3.433987,3.433987,5.302682,8.854647,8.854647,12.288634,12.288634,3.220771,12.584862,12.584862,1,-11.862283,-11.862283,21.226374,15.29627,15.29627,-0.545912,-0.545912,11.316371,11.316371,-12.998416,-12.998416,-22.362507,1.609438,4.317488,6.428105,7.81682,1.609438,4.317488,6.428105,7.81682,13.471721,16.179771,18.290388,13.471721,16.179771,18.290388,19.679103,2.70805,2.70805,16.110778,16.110778,1,10.528088,13.362896,10.528088,12.045587,13.362896,22.390371,23.90787,25.225179,1.517499,1.517499,1.343463,1.343463,1,-11.648313,-11.587984,-11.534179,-11.488215,-11.648313,-11.587984,-11.534179,-11.488215,0.21397,0.274299,0.328104,0.374068,0.21397,0.274299,0.328104,0.374068,1.047036,1.047036,1.055279,1.055279,1.062186,1.062186,0.045964,0.045964,0.060329,0.060329,0.053383,0.053383,nonspam
1.609438,-50,-50,-0.305382,-50,-50,-50,-50,2.104134,3.713572,3.713572,1,-17.256164,-17.256164,18.865602,-50,-50,-3.534703,-3.534703,13.721461,13.721461,-18.654644,-18.654644,-20.264082,1.098612,1.386294,1.386294,1.609438,1.098612,1.386294,1.386294,1.609438,18.354776,18.642459,18.642459,18.354776,18.642459,18.642459,18.865602,0.287682,0.287682,17.256164,17.256164,1,1.94591,8.964951,1.94591,5.062595,8.964951,19.202074,22.318759,26.221115,3.116685,3.902356,3.198543,3.198543,1,-17.062791,-17.007742,-16.965453,-16.931643,-17.062791,-17.007742,-16.965453,-16.931643,0.193373,0.248422,0.290711,0.324521,0.193373,0.248422,0.290711,0.324521,1.034388,1.034388,1.043196,1.043196,1.056593,1.056593,0.03381,0.03381,0.055049,0.055049,0.043754,0.043754,nonspam
3.951244,3.73767,3.73767,1.078166,2.639057,2.639057,6.376727,6.376727,2.848926,6.80017,6.80017,1,-16.546467,-16.546467,20.49771,20.284136,20.284136,-1.449485,-1.449485,15.096982,15.096982,-17.92254,-17.92254,-21.873784,1.098612,1.609438,3.401197,4.574711,1.098612,1.609438,3.401197,4.574711,17.645079,18.155905,19.947664,17.645079,18.155905,19.947664,21.121178,0.510826,0.510826,17.239614,17.239614,1,5.533389,8.553911,5.533389,7.791936,8.553911,22.079856,24.338403,25.100377,2.258546,2.258546,1.709407,1.709407,1,-16.603991,-16.613816,-16.712466,-16.747841,-16.603991,-16.613816,-16.712466,-16.747841,-0.057525,-0.06735,-0.165999,-0.201374,-0.057525,-0.06735,-0.165999,-0.201374,0.965244,0.965244,0.90606,0.90606,0.990223,0.990223,-0.09865,-0.09865,-0.009825,-0.009825,-0.047257,-0.047257,nonspam
0,-50,-50,-4.941642,-50,-50,-50,-50,4.276666,4.276666,4.276666,1,-19.865112,-19.865112,19.865112,-50,-50,-50,-50,-50,-50,-20.88015,-20.88015,-20.88015,0,0,2.833213,2.995732,0,0,2.833213,2.995732,19.865112,19.865112,22.698325,19.865112,19.865112,22.698325,22.860844,0,0,-50,-50,1,4.394449,8.155075,4.394449,4.70953,8.155075,24.259561,24.574642,28.020187,0.315081,4.394449,3.635221,3.635221,1,-20.648781,-20.777755,-20.800831,-20.821055,-20.648781,-20.777755,-20.800831,-20.821055,-0.783669,-0.912643,-0.935719,-0.955943,-0.783669,-0.912643,-0.935719,-0.955943,0.97998,0.97998,0.977188,0.977188,0.878997,0.878997,-0.128974,-0.128974,-0.020223,-0.020223,-0.05616,-0.05616,spam
3.637586,1.386294,1.386294,0.459338,3.273364,3.273364,4.659658,4.659658,2.847049,6.484635,6.484635,1,-16.852873,-16.852873,20.490459,18.239167,18.239167,-0.746868,-0.746868,16.106005,16.106005,-9.513496,-9.513496,-13.151082,1.098612,1.791759,1.791759,3.828641,1.098612,1.791759,1.791759,3.828641,17.951485,18.644633,18.644633,17.951485,18.644633,18.644633,20.681514,0.693147,0.693147,17.951485,17.951485,1,3.806662,6.909753,3.806662,5.733341,6.909753,20.659536,22.586214,23.762626,1.926679,1.926679,1.325624,1.325624,1,-16.667459,-16.637492,-16.614251,-16.593994,-16.667459,-16.637492,-16.614251,-16.593994,0.185414,0.215381,0.238622,0.258879,0.185414,0.215381,0.238622,0.258879,1.020464,1.020464,1.023513,1.023513,1.03042,1.03042,0.020257,0.020257,0.029966,0.029966,0.024497,0.024497,nonspam
3.806662,1.791759,1.791759,0.466703,0,0,1.791759,1.791759,3.43685,7.243513,7.243513,1,-17.149935,-17.149935,20.956597,18.941694,18.941694,-0.777185,-0.777185,16.37275,16.37275,-18.252126,-18.252126,-22.058789,2.302585,2.833213,4.060443,6.568078,2.302585,2.833213,4.060443,6.568078,19.45252,19.983148,21.210378,19.45252,19.983148,21.210378,23.718013,0.530628,0.530628,19.095845,19.095845,1,5.411646,11.561449,5.411646,10.363188,11.561449,22.561581,27.513123,28.711384,4.951542,4.951542,3.909921,3.909921,1,-17.728397,-17.788292,-17.882838,-17.929257,-17.728397,-17.788292,-17.882838,-17.929257,-0.578462,-0.638357,-0.732903,-0.779322,-0.578462,-0.638357,-0.732903,-0.779322,0.954642,0.954642,0.909786,0.909786,0.941863,0.941863,-0.094546,-0.094546,-0.046419,-0.046419,-0.066749,-0.066749,nonspam
6.455199,2.772589,2.772589,2.763237,5.993815,5.993815,8.766403,8.766403,3.155996,9.611195,9.611195,1,-14.740507,-14.740507,21.195706,17.513096,17.513096,-0.843314,-0.843314,13.897193,13.897193,-14.610853,-14.610853,-21.066051,2.833213,4.317488,6.428105,7.81682,2.833213,4.317488,6.428105,7.81682,17.573721,19.057995,21.168613,17.573721,19.057995,21.168613,22.557327,1.484275,1.484275,18.80095,18.80095,1,8.103797,13.362896,8.103797,11.921167,13.362896,22.844304,26.661674,28.103403,3.81737,3.81737,2.907122,2.907122,1,-14.582426,-14.594744,-14.596809,-14.597692,-14.582426,-14.594744,-14.596809,-14.597692,0.158081,0.145763,0.143698,0.142815,0.158081,0.145763,0.143698,0.142815,0.999117,0.999117,0.997938,0.997938,0.987758,0.987758,-0.012318,-0.012318,-0.000883,-0.000883,-0.005075,-0.005075,nonspam
1.94591,1.386294,1.386294,0.167054,1.722767,1.722767,3.109061,3.109061,1.742969,3.688879,3.688879,1,-18.04644,-18.04644,19.99235,19.432734,19.432734,-0.88434,-0.88434,17.1621,17.1621,-19.442783,-19.442783,-21.388693,0,0,0,0,0,0,0,0,18.04644,18.04644,18.04644,18.04644,18.04644,18.04644,18.04644,0,0,-50,-50,1,2.302585,2.302585,2.302585,2.302585,2.302585,20.349025,20.349025,20.349025,0,0.356675,0.133531,0.133531,1,-17.979952,-17.983748,-17.990303,-17.998205,-17.979952,-17.983748,-17.990303,-17.998205,0.066488,0.062691,0.056137,0.048235,0.066488,0.062691,0.056137,0.048235,0.992129,0.992129,0.993467,0.993467,0.99621,0.99621,-0.007902,-0.007902,-0.003797,-0.003797,-0.006083,-0.006083,nonspam
1.098612,0,0,0.265703,-0.693147,-0.693147,-0.693147,-0.693147,1.386294,2.484907,2.484907,1,-18.615822,-18.615822,19.714435,18.615822,18.615822,-2.035881,-2.035881,16.579941,16.579941,-20.01224,-20.01224,-21.110852,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,19.308969,19.308969,19.308969,19.308969,19.308969,19.308969,19.308969,0,0,-50,-50,1,1.609438,2.484907,1.609438,2.302585,2.484907,20.22526,20.918407,21.100729,0.693147,0.693147,0.483797,0.483797,1,-18.797266,-18.954462,-19.089,-19.211317,-18.797266,-18.954462,-19.089,-19.211317,-0.181444,-0.33864,-0.473178,-0.595495,-0.181444,-0.33864,-0.473178,-0.595495,0.884868,0.884868,0.87412,0.87412,0.854537,0.854537,-0.157196,-0.157196,-0.122317,-0.122317,-0.137913,-0.137913,nonspam
1.098612,-50,-50,-3.060271,-50,-50,-50,-50,3.601868,4.70048,4.70048,1,-19.767615,-19.767615,20.866227,-50,-50,-1.51265,-1.51265,18.254965,18.254965,-21.155184,-21.155184,-22.253796,1.098612,1.098612,3.044522,5.451038,1.098612,1.098612,3.044522,5.451038,20.866227,20.866227,22.812137,20.866227,20.866227,22.812137,25.218653,0,0,-50,-50,1,4.644391,7.218177,4.644391,5.455321,7.218177,24.412006,25.222936,26.985792,0.81093,3.545779,2.656657,2.656657,1,-20.599466,-20.671695,-20.711912,-20.745997,-20.599466,-20.671695,-20.711912,-20.745997,-0.831851,-0.904081,-0.944297,-0.978382,-0.831851,-0.904081,-0.944297,-0.978382,0.966489,0.966489,0.960582,0.960582,0.930318,0.930318,-0.072229,-0.072229,-0.034085,-0.034085,-0.048704,-0.048704,nonspam
2.639057,1.94591,1.94591,-0.112293,1.504077,1.504077,3.449988,3.449988,3.100736,5.739793,5.739793,1,-17.86078,-17.86078,20.499837,19.80669,19.80669,-0.949019,-0.949019,16.91176,16.91176,-19.257432,-19.257432,-21.896489,1.94591,2.302585,2.302585,2.833213,1.94591,2.302585,2.302585,2.833213,19.80669,20.163365,20.163365,19.80669,20.163365,20.163365,20.693993,0.356675,0.356675,18.959392,18.959392,1,3.178054,9.135617,3.178054,5.713733,9.135617,21.038833,23.574512,26.996396,2.535679,3.421884,2.707302,2.707302,1,-17.7847,-17.763073,-17.744696,-17.726281,-17.7847,-17.763073,-17.744696,-17.726281,0.07608,0.097707,0.116083,0.134498,0.07608,0.097707,0.116083,0.134498,1.018586,1.018586,1.018546,1.018546,1.021863,1.021863,0.018376,0.018376,0.021627,0.021627,0.019474,0.019474,nonspam
9.680406,0,0,6.592738,11.109324,11.109324,11.109324,11.109324,2.385599,12.066006,12.066006,1,-11.784367,-11.784367,21.464773,11.784367,11.784367,-1.570629,-1.570629,10.213738,10.213738,-11.76939,-11.76939,-21.449796,2.833213,4.317488,6.428105,7.81682,2.833213,4.317488,6.428105,7.81682,14.61758,16.101855,18.212472,14.61758,16.101855,18.212472,19.601187,1.484275,1.484275,15.84481,15.84481,1,10.783301,13.362896,10.783301,12.669744,13.362896,22.567668,24.454111,25.147263,1.886443,1.886443,1.353147,1.353147,1,-11.752545,-11.795438,-11.783216,-11.773876,-11.752545,-11.795438,-11.783216,-11.773876,0.031822,-0.011072,0.001151,0.010491,0.031822,-0.011072,0.001151,0.010491,1.009384,1.009384,1.012297,1.012297,0.958014,0.958014,-0.042893,-0.042893,0.012222,0.012222,-0.006791,-0.006791,nonspam
2.197225,1.609438,1.609438,-1.980016,5.044715,5.044715,6.654153,6.654153,3.028522,5.225747,5.225747,1,-18.824413,-18.824413,21.021638,20.433851,20.433851,-0.635178,-0.635178,18.189236,18.189236,-20.152692,-20.152692,-22.349917,1.609438,1.791759,1.791759,4.477337,1.609438,1.791759,1.791759,4.477337,20.433851,20.616173,20.616173,20.433851,20.616173,20.616173,23.30175,0.182322,0.182322,18.824413,18.824413,1,3.806662,9.45595,3.806662,6.44254,9.45595,22.631076,25.266953,28.280363,2.635878,3.01341,2.572924,2.572924,1,-19.021316,-19.06603,-19.072579,-19.068501,-19.021316,-19.06603,-19.072579,-19.068501,-0.196903,-0.241616,-0.248166,-0.244087,-0.196903,-0.241616,-0.248166,-0.244087,1.004087,1.004087,0.993472,0.993472,0.956271,0.956271,-0.044713,-0.044713,0.004079,0.004079,-0.01551,-0.01551,nonspam
8.551981,4.219508,4.219508,2.961544,9.63128,9.63128,13.850788,13.850788,3.677022,12.229003,12.229003,1,-13.193543,-13.193543,21.745524,17.41305,17.41305,-0.790541,-0.790541,12.403002,12.403002,-12.885058,-12.885058,-21.437039,2.833213,4.317488,6.428105,7.81682,2.833213,4.317488,6.428105,7.81682,16.026756,17.511031,19.621648,16.026756,17.511031,19.621648,21.010363,1.484275,1.484275,17.253986,17.253986,1,10.575717,13.362896,10.575717,12.669744,13.362896,23.76926,25.863286,26.556438,2.094026,2.094026,1.774053,1.774053,1,-13.012559,-13.004302,-12.998071,-12.99307,-13.012559,-13.004302,-12.998071,-12.99307,0.180984,0.18924,0.195472,0.200473,0.180984,0.18924,0.195472,0.200473,1.005013,1.005013,1.006251,1.006251,1.008291,1.008291,0.005001,0.005001,0.008257,0.008257,0.006497,0.006497,nonspam
2.944439,1.94591,1.94591,0.689107,1.767662,1.767662,3.713572,3.713572,2.28667,5.231109,5.231109,1,-17.234216,-17.234216,20.178655,19.180126,19.180126,-0.723111,-0.723111,16.511106,16.511106,-18.497084,-18.497084,-21.441523,2.302585,2.639057,2.833213,5.153292,2.302585,2.639057,2.833213,5.153292,19.536801,19.873274,20.06743,19.536801,19.873274,20.06743,22.387508,0.336472,0.336472,18.620511,18.620511,1,3.465736,10.497173,3.465736,6.860664,10.497173,20.699952,24.09488,27.73139,3.394928,3.63651,3.142079,3.142079,1,-17.227272,-17.169528,-17.158829,-17.133882,-17.227272,-17.169528,-17.158829,-17.133882,0.006944,0.064688,0.075387,0.100334,0.006944,0.064688,0.075387,0.100334,1.025261,1.025261,1.010757,1.010757,1.059444,1.059444,0.010699,0.010699,0.057744,0.057744,0.031325,0.031325,nonspam
2.944439,-50,-50,-0.213681,-50,-50,-50,-50,2.804954,5.749393,5.749393,1,-17.37136,-17.37136,20.315799,-50,-50,-0.955761,-0.955761,16.415599,16.415599,-18.579045,-18.579045,-21.523484,1.94591,3.178054,3.688879,4.644391,1.94591,3.178054,3.688879,4.644391,19.31727,20.549414,21.060239,19.31727,20.549414,21.060239,22.015751,1.232144,1.232144,20.204573,20.204573,1,4.290459,11.749506,4.290459,7.784889,11.749506,21.661819,25.156249,29.120866,3.49443,3.964617,3.395332,3.395332,1,-17.295973,-17.266754,-17.235901,-17.229115,-17.295973,-17.266754,-17.235901,-17.229115,0.075387,0.104605,0.135459,0.142244,0.075387,0.104605,0.135459,0.142244,1.006808,1.006808,1.031335,1.031335,1.02965,1.02965,0.006785,0.006785,0.030854,0.030854,0.022346,0.022346,nonspam
2.079442,1.791759,1.791759,0.113329,1.791759,1.791759,3.583519,3.583519,1.981001,4.060443,4.060443,1,-18.192735,-18.192735,20.272176,19.984494,19.984494,-1.377573,-1.377573,16.815162,16.815162,-19.590791,-19.590791,-21.670233,1.098612,1.098612,1.098612,1.098612,1.098612,1.098612,1.098612,1.098612,19.291347,19.291347,19.291347,19.291347,19.291347,19.291347,19.291347,0,0,-50,-50,1,2.564949,4.543295,2.564949,3.135494,4.543295,20.757684,21.328229,22.73603,0.570545,1.407801,0.913779,0.913779,1,-18.139224,-18.119872,-18.10148,-18.084189,-18.139224,-18.119872,-18.10148,-18.084189,0.053511,0.072863,0.091255,0.108546,0.053511,0.072863,0.091255,0.108546,1.017441,1.017441,1.018562,1.018562,1.019541,1.019541,0.017291,0.017291,0.019352,0.019352,0.018345,0.018345,nonspam
1.791759,-50,-50,-5.006181,-50,-50,-50,-50,4.54152,6.33328,6.33328,1,-19.120651,-19.120651,20.912411,-50,-50,0.653079,0.653079,19.77373,19.77373,-20.271033,-20.271033,-22.062793,1.098612,1.609438,4.934474,6.115892,1.098612,1.609438,4.934474,6.115892,20.219263,20.730089,24.055125,20.219263,20.730089,24.055125,25.236543,0.510826,0.510826,19.813798,19.813798,1,8.295798,10.919153,8.295798,8.758884,10.919153,27.416449,27.879535,30.039804,0.463086,6.504039,5.420676,5.420676,1,-19.264035,-19.26713,-19.243444,-19.239854,-19.264035,-19.26713,-19.243444,-19.239854,-0.143384,-0.146479,-0.122793,-0.119203,-0.143384,-0.146479,-0.122793,-0.119203,1.003597,1.003597,1.023969,1.023969,0.99691,0.99691,-0.003095,-0.003095,0.023686,0.023686,0.008125,0.008125,nonspam
0,-50,-50,-1.098612,-50,-50,-50,-50,0,0,0,1,-19.462568,-19.462568,19.462568,-50,-50,-50,-50,-50,-50,-20.859148,-20.859148,-20.859148,0,0,0,0,0,0,0,0,19.462568,19.462568,19.462568,19.462568,19.462568,19.462568,19.462568,0,0,-50,-50,1,1.386294,3.367296,1.386294,3.258097,3.367296,20.848863,22.720665,22.829864,1.871802,1.871802,1.353718,1.353718,1,-20.672446,-20.871194,-20.978831,-21.057146,-20.672446,-20.871194,-20.978831,-21.057146,-1.209878,-1.408626,-1.516262,-1.594578,-1.209878,-1.408626,-1.516262,-1.594578,0.924673,0.924673,0.897954,0.897954,0.819756,0.819756,-0.198748,-0.198748,-0.078316,-0.078316,-0.126931,-0.126931,nonspam
2.484907,1.386294,1.386294,-0.984029,1.223775,1.223775,2.61007,2.61007,3.672072,6.156979,6.156979,1,-17.999216,-17.999216,20.484123,19.38551,19.38551,-1.202901,-1.202901,16.796315,16.796315,-19.054875,-19.054875,-21.539781,1.791759,2.079442,2.639057,5.602119,1.791759,2.079442,2.639057,5.602119,19.790975,20.078657,20.638273,19.790975,20.078657,20.638273,23.601335,0.287682,0.287682,18.692363,18.692363,1,4.89784,10.18829,4.89784,9.249561,10.18829,22.897056,27.248777,28.187506,4.351721,4.351721,3.415925,3.415925,1,-17.89604,-17.860332,-17.824417,-17.790049,-17.89604,-17.860332,-17.824417,-17.790049,0.103176,0.138884,0.174799,0.209167,0.103176,0.138884,0.174799,0.209167,1.034966,1.034966,1.036568,1.036568,1.036353,1.036353,0.034368,0.034368,0.035915,0.035915,0.03533,0.03533,nonspam
1.791759,0.693147,0.693147,-1.338753,0.287682,0.287682,0.980829,0.980829,3.338139,5.129899,5.129899,1,-18.061565,-18.061565,19.853324,18.754712,18.754712,-1.27428,-1.27428,16.787284,16.787284,-19.45551,-19.45551,-21.247269,1.098612,1.791759,3.367296,5.135798,1.098612,1.791759,3.367296,5.135798,19.160177,19.853324,21.428861,19.160177,19.853324,21.428861,23.197363,0.693147,0.693147,19.160177,19.160177,1,4.248495,7.996654,4.248495,5.198497,7.996654,22.31006,23.260062,26.058219,0.950002,2.798157,2.324567,2.324567,1,-17.9641,-17.92475,-17.885493,-17.846166,-17.9641,-17.92475,-17.885493,-17.846166,0.097464,0.136815,0.176072,0.215399,0.097464,0.136815,0.176072,0.215399,1.04011,1.04011,1.040038,1.040038,1.040135,1.040135,0.039257,0.039257,0.039351,0.039351,0.039311,0.039311,nonspam
3.044522,-50,-50,-2.214212,-50,-50,-50,-50,3.865231,6.909753,6.909753,1,-17.367375,-17.367375,20.411897,-50,-50,0.476104,0.476104,17.843479,17.843479,-10.139575,-10.139575,-13.184098,2.302585,3.178054,6.428105,6.88551,2.302585,3.178054,6.428105,6.88551,19.66996,20.545429,23.79548,19.66996,20.545429,23.79548,24.252884,0.875469,0.875469,20.006432,20.006432,1,7.975565,13.362896,7.975565,12.227908,13.362896,25.342939,29.595282,30.73027,4.252343,4.931042,4.257525,4.257525,1,-17.269719,-17.194234,-17.122007,-17.06968,-17.269719,-17.194234,-17.122007,-17.06968,0.097656,0.173141,0.245368,0.297695,0.097656,0.173141,0.245368,0.297695,1.05372,1.05372,1.0749,1.0749,1.078407,1.078407,0.052327,0.052327,0.075485,0.075485,0.066732,0.066732,nonspam
1.94591,-50,-50,-3.00891,-50,-50,-50,-50,3.610918,5.556828,5.556828,1,-19.220696,-19.220696,21.166606,-50,-50,-0.138529,-0.138529,19.082166,19.082166,-20.502898,-20.502898,-22.448808,1.609438,2.197225,3.091042,3.663562,1.609438,2.197225,3.091042,3.663562,20.830133,21.41792,22.311738,20.830133,21.41792,22.311738,22.884257,0.587787,0.587787,20.60699,20.60699,1,6.768493,8.108623,6.768493,6.938284,8.108623,25.989189,26.15898,27.329319,0.169791,4.822583,3.758824,3.758824,1,-19.480272,-19.467133,-19.41799,-19.381573,-19.480272,-19.467133,-19.41799,-19.381573,-0.259577,-0.246437,-0.197294,-0.160878,-0.259577,-0.246437,-0.197294,-0.160878,1.037088,1.037088,1.05037,1.05037,1.013226,1.013226,0.013139,0.013139,0.049143,0.049143,0.033011,0.033011,nonspam
4.663439,3.091042,3.091042,-0.043927,6.092391,6.092391,9.183434,9.183434,3.748838,8.412277,8.412277,1,-17.330042,-17.330042,21.993481,20.421084,20.421084,-1.068022,-1.068022,16.26202,16.26202,-18.719226,-18.719226,-23.382665,2.833213,2.397895,2.944439,3.465736,2.833213,2.397895,2.944439,3.465736,20.163255,19.727937,20.274481,20.163255,19.727937,20.274481,20.795778,-0.435318,-0.435318,-50,-50,1,5.313206,9.519882,5.313206,7.173958,9.519882,22.643248,24.504,26.849924,1.860752,2.345923,1.83453,1.83453,1,-17.329361,-17.405185,-17.481656,-17.550218,-17.329361,-17.405185,-17.481656,-17.550218,0.000681,-0.075143,-0.151614,-0.220176,0.000681,-0.075143,-0.151614,-0.220176,0.933736,0.933736,0.926379,0.926379,0.926979,0.926979,-0.076472,-0.076472,-0.068561,-0.068561,-0.073613,-0.073613,nonspam
4.454347,2.564949,2.564949,0.582814,2.490841,2.490841,5.055791,5.055791,3.458808,7.913155,7.913155,1,-17.190296,-17.190296,21.644643,19.755245,19.755245,-0.952993,-0.952993,16.237303,16.237303,-18.5616,-18.5616,-23.015947,2.833213,2.564949,4.094345,5.583496,2.833213,2.564949,4.094345,5.583496,20.023509,19.755245,21.284641,20.023509,19.755245,21.284641,22.773792,-0.268264,-0.268264,-50,-50,1,7.508239,11.372272,7.508239,9.108529,11.372272,24.698535,26.298825,28.562568,1.60029,3.053891,2.47853,2.47853,1,-17.40286,-17.499331,-17.569922,-17.627362,-17.40286,-17.499331,-17.569922,-17.627362,-0.212564,-0.309035,-0.379626,-0.437066,-0.212564,-0.309035,-0.379626,-0.437066,0.944178,0.944178,0.931843,0.931843,0.908037,0.908037,-0.09647,-0.09647,-0.05744,-0.05744,-0.074703,-0.074703,nonspam
